id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,Age,Severity
1475,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,875,0
1476,0.0,131,0.0,2,0,0,8,1,0,4,25,22,0.625,7,61,0,3606,2
1477,0.0,32,0.0,0,0,0,4,0,0,0,6,6,1.0,4,7,0,3467,0
1478,1.4423076923076923,208,0.0,0,3,0,11,0,2,4,47,47,1.0,7,120,0,748,1
1479,8.415841584158416,202,0.0,0,17,0,11,0,0,6,43,43,1.0,3,43,0,4129,0
1480,0.0,47,0.0,2,0,0,6,0,1,2,8,6,0.6666666666666666,6,10,0,1412,1
1481,0.0,31,0.0,0,0,0,9,0,0,1,9,9,1.0,0,9,0,2164,0
1482,0.0,37,0.0,4,0,0,6,0,0,1,7,3,0.3333333333333333,6,7,0,3921,0
1483,0.8064516129032258,124,0.0,1,1,0,12,0,0,0,28,27,0.9166666666666666,7,79,0,1257,0
1484,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,1367,0
1485,0.0,348,0.0,0,0,0,1,0,1,1,34,34,1.0,1,194,0,5670,2
1486,0.0,38,0.0,3,0,0,6,0,0,1,6,3,0.5,6,6,0,1741,0
1487,0.0,22,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,1520,0
1488,0.0,37,0.0,0,0,0,2,0,1,1,4,4,1.0,2,13,0,806,0
1489,0.0,72,0.0,7,0,0,14,7,0,7,14,0,0.0,14,14,0,1369,0
1490,3.571428571428572,56,0.0,3,2,0,6,0,0,1,11,8,0.5,1,14,0,272,0
1491,0.0,57,0.0,3,0,0,6,0,1,1,13,10,0.5,6,10,0,2795,0
1492,0.0,66,0.0,0,0,0,4,0,0,0,19,19,1.0,3,45,0,502,0
1493,0.0,30,0.0,4,0,0,5,0,0,4,5,1,0.2,5,7,0,1991,0
1494,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,1135,0
1495,0.0,138,0.0,1,0,0,9,1,1,12,21,19,0.7777777777777778,4,28,0,863,0
1496,0.0,39,0.0,0,0,0,6,0,1,0,6,6,1.0,6,11,0,2848,0
1497,0.0,20,0.0,0,0,0,3,0,0,0,5,5,1.0,3,5,0,1227,0
1498,0.0,79,0.0,1,0,0,8,1,0,0,21,19,0.75,8,8,0,5313,0
1499,0.0,73,0.0,2,0,0,6,0,0,4,9,7,0.6666666666666666,6,26,0,4734,0
1500,0.0,343,0.0,0,0,0,28,0,0,11,40,40,1.0,13,122,0,1135,2
1501,0.0,29,0.0,1,0,0,4,0,0,0,4,3,0.75,2,4,0,2287,0
1502,1.1904761904761905,84,1.1904761904761905,5,1,1,11,0,0,3,11,6,0.5454545454545454,4,38,0,1319,0
1503,0.0,20,0.0,0,0,0,1,0,0,2,5,5,1.0,1,8,0,2509,0
1504,0.0,34,0.0,4,0,0,6,0,0,3,6,2,0.3333333333333333,6,8,0,567,0
1505,0.0,37,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,3,2204,0
1506,0.0,25,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,5,0,1842,0
1507,0.0,18,0.0,0,0,0,2,0,2,0,3,3,1.0,2,3,2,1721,0
1508,0.0,12,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,147,0
1509,0.0,20,0.0,0,0,0,1,0,0,0,2,2,1.0,0,15,0,2975,0
1510,0.0,84,0.0,0,0,0,6,0,1,2,18,18,1.0,2,17,0,1247,0
1511,0.0,95,0.0,4,0,0,14,0,0,1,22,18,0.7142857142857143,14,22,0,2450,0
1512,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,1930,0
1513,0.0,19,0.0,0,0,0,1,0,0,0,4,4,1.0,1,9,0,1637,0
1514,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0,3026,0
1515,0.0,15,0.0,0,0,0,2,0,1,0,2,2,1.0,2,33,0,904,0
1516,0.0,460,0.0,0,0,0,3,0,164,0,5,5,1.0,3,5,5,1719,0
1517,0.0,79,0.0,1,0,0,10,0,0,3,14,13,0.9,10,26,0,2225,0
1518,0.0,41,0.0,4,0,0,5,0,0,4,5,1,0.2,5,6,0,486,0
1519,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,1332,0
1520,0.0,14,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,1,3,0,3236,0
1521,0.0,85,0.0,1,0,0,9,1,0,6,13,10,0.7777777777777778,8,23,0,4116,0
1522,0.0,15,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,2486,0
1523,0.0,22,0.0,1,0,0,3,0,1,0,4,3,0.6666666666666666,3,3,0,6723,0
1524,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,889,0
1525,0.0,79,0.0,4,0,0,11,0,0,3,13,9,0.6363636363636364,5,15,0,1330,0
1526,0.0,66,0.0,2,0,0,3,0,0,0,14,12,0.3333333333333333,3,37,0,2372,0
1527,0.0,186,0.0,3,0,0,21,0,0,1,39,36,0.8571428571428571,21,48,1,853,1
1528,0.0,17,0.0,0,0,0,1,0,0,0,3,3,1.0,1,16,0,209,0
1529,0.0,56,0.0,0,0,0,2,0,0,0,9,9,1.0,2,22,0,3853,0
1530,0.0,90,0.0,0,0,0,6,0,0,6,16,16,1.0,1,26,3,4,0
1531,0.0,47,0.0,0,0,0,1,0,0,1,10,10,1.0,1,27,0,1349,0
1532,0.0,216,0.0,11,0,0,19,0,11,11,27,16,0.4210526315789473,19,31,11,527,0
1533,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,0,12,0,4129,0
1534,0.0,39,0.0,4,0,0,7,0,0,0,7,3,0.4285714285714285,7,11,0,6199,0
1535,0.0,43,0.0,1,0,0,4,1,0,1,7,5,0.5,4,17,0,1955,0
1536,0.0,65,0.0,0,0,0,3,0,0,0,12,12,1.0,3,45,0,2425,0
1537,0.0,16,0.0,0,0,0,3,0,0,0,3,3,1.0,3,5,0,4129,0
1538,0.0,118,0.0,8,0,0,14,0,0,13,14,6,0.4285714285714285,14,24,0,2047,0
1539,0.0,28,0.0,6,0,0,6,0,0,0,6,0,0.0,2,6,0,1818,0
1540,0.0,125,0.0,10,0,0,20,5,0,0,23,8,0.25,20,28,12,1644,0
1541,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,1135,0
1542,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,4965,0
1543,0.0,16,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,1858,0
1544,0.0,100,0.0,0,0,0,17,0,0,2,17,17,1.0,14,53,0,40,0
1545,0.0,54,0.0,0,0,0,5,1,0,1,6,5,0.8,5,32,0,1584,0
1546,0.0,39,0.0,0,0,0,2,0,0,0,7,7,1.0,2,13,0,1869,0
1547,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1309,0
1548,0.0,20,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,2,4,0,1817,0
1549,0.0,67,0.0,0,0,0,13,0,0,5,13,13,1.0,13,22,0,625,0
1550,0.0,30,0.0,1,0,0,5,0,0,0,7,6,0.8,5,11,0,953,0
1551,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,1,2,0,1580,0
1552,0.0,181,0.0,4,0,0,21,0,0,1,39,35,0.8095238095238095,19,52,0,2318,0
1553,0.0,268,0.0,16,0,0,35,1,0,8,44,27,0.5142857142857142,35,54,2,120,0
1554,0.0,173,0.0,0,0,0,14,7,0,12,31,24,0.5,7,61,0,2419,0
1555,0.0,22,0.0,1,0,0,2,0,0,2,4,3,0.5,2,7,0,4472,0
1556,0.0,318,0.0,28,0,0,56,26,0,26,59,5,0.0357142857142857,56,61,29,3712,0
1557,0.0,140,0.0,2,0,0,11,6,0,10,12,4,0.2727272727272727,11,29,14,823,1
1558,0.0,207,0.0,2,0,0,21,0,0,6,41,39,0.9047619047619048,20,67,0,123,0
1559,0.0,42,0.0,0,0,0,3,0,0,2,6,6,1.0,3,18,0,577,0
1560,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,1,1878,0
1561,12.12121212121212,33,0.0,0,4,0,8,0,0,0,8,8,1.0,8,12,0,3921,0
1562,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,345,0
1563,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0,531,0
1564,0.0,51,0.0,3,0,0,6,0,1,4,7,4,0.5,6,13,1,1395,0
1565,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,4252,0
1566,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,2632,0
1567,0.0,98,0.0,1,0,0,4,0,2,2,14,13,0.75,2,25,0,3543,0
1568,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,2639,0
1569,0.0,49,0.0,7,0,0,7,0,0,1,7,0,0.0,7,14,1,851,0
1570,0.0,23,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,0,5,0,4129,0
1571,0.0,54,0.0,0,0,0,1,0,0,1,10,10,1.0,1,30,0,2240,1
1572,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,376,0
1573,0.0,24,0.0,0,0,0,1,0,0,0,1,1,1.0,1,18,0,2658,0
1574,0.0,47,0.0,0,0,0,2,0,0,0,12,12,1.0,0,17,0,2743,1
1575,0.0,24,0.0,0,0,0,2,0,0,2,2,2,1.0,2,6,0,1135,0
1576,0.0,82,0.0,0,0,0,5,1,0,3,14,13,0.8,4,26,0,463,1
1577,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,4388,0
1578,0.0,36,0.0,0,0,0,2,0,0,1,5,5,1.0,2,9,0,788,0
1579,0.0,45,0.0,0,0,0,4,0,0,1,10,10,1.0,4,14,0,396,0
1580,0.0,91,0.0,0,0,0,6,0,0,0,21,21,1.0,4,24,0,4344,0
1581,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,0,4,0,731,0
1582,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0,965,0
1583,0.0,260,0.0,5,0,0,26,2,0,3,50,42,0.7307692307692307,23,87,0,5285,0
1584,0.0,93,0.0,2,0,0,11,2,0,2,15,11,0.6363636363636364,5,33,0,4356,0
1585,0.0,44,0.0,2,0,0,5,1,0,2,6,3,0.4,5,7,0,1456,0
1586,0.0,339,0.0,1,0,0,83,0,13,1,83,82,0.9879518072289156,23,83,0,1332,0
1587,0.0,142,0.0,3,0,0,18,1,1,5,38,33,0.7777777777777778,18,37,0,1083,0
1588,0.0,145,0.0,8,0,0,17,0,0,7,30,22,0.5294117647058824,16,55,0,1618,0
1589,0.0,45,0.0,0,0,0,3,0,0,5,6,6,1.0,0,17,0,4004,0
1590,1.3937282229965158,287,0.0,2,4,0,14,0,0,27,43,41,0.8571428571428571,1,183,0,525,1
1591,5.617977528089888,89,4.49438202247191,1,5,4,14,1,0,5,22,20,0.8571428571428571,12,39,0,550,0
1592,0.0,15,0.0,0,0,0,1,0,0,1,3,3,1.0,1,5,0,930,0
1593,0.0,51,0.0,4,0,0,7,0,0,4,8,4,0.4285714285714285,7,13,0,562,0
1594,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,218,0
1595,16.666666666666668,12,0.0,0,2,0,3,0,0,0,3,3,1.0,0,7,0,1148,0
1596,0.0,28,0.0,0,0,0,2,0,0,0,6,6,1.0,2,4,0,211,0
1597,0.0,84,0.0,1,0,0,3,0,0,2,19,18,0.6666666666666666,2,45,0,1491,2
1598,1.075268817204301,93,1.075268817204301,0,1,1,6,0,0,7,16,16,1.0,0,37,1,205,0
1599,0.0,437,0.0,14,0,0,56,7,2,15,95,71,0.625,43,126,8,3803,1
1600,0.0,109,0.0,5,0,0,6,0,0,5,18,13,0.1666666666666666,6,33,1,2929,0
1601,0.0,16,0.0,0,0,0,2,0,0,1,2,2,1.0,2,7,0,25,0
1602,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0,0,1
1603,0.0,35,0.0,1,0,0,5,0,0,0,7,6,0.8,5,8,0,524,0
1604,0.0,361,0.0,2,0,0,27,0,0,12,69,67,0.925925925925926,24,196,0,276,2
1605,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,1538,0
1606,0.0,22,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,2225,0
1607,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,2250,0
1608,0.0,31,0.0,3,0,0,3,0,0,0,3,0,0.0,3,9,0,3143,0
1609,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,4442,0
1610,0.0,26,0.0,0,0,0,12,0,0,0,12,12,1.0,0,12,0,1505,0
1611,0.0,67,0.0,1,0,0,6,0,1,2,13,12,0.8333333333333334,3,14,1,3802,0
1612,0.0,109,0.0,3,0,0,9,0,0,3,22,18,0.6666666666666666,8,52,0,985,1
1613,0.0,451,0.0,23,0,0,42,2,0,11,135,99,0.4047619047619047,36,317,0,1320,1
1614,0.0,103,0.0,1,0,0,13,1,0,0,20,17,0.8461538461538461,11,26,0,5145,0
1615,0.0,394,0.0,7,0,0,27,7,0,10,56,42,0.4814814814814814,1,130,0,1968,2
1616,0.0,70,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,4864,0
1617,0.0,36,0.0,2,0,0,3,0,0,2,5,3,0.3333333333333333,2,4,0,2282,0
1618,0.0,62,0.0,0,0,0,1,0,0,0,10,10,1.0,1,40,0,861,0
1619,0.0,384,0.0,9,0,0,36,1,2,8,78,66,0.7222222222222222,33,83,0,1137,0
1620,0.0,90,0.0,5,0,0,13,5,0,7,13,3,0.2307692307692307,13,20,4,3596,0
1621,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,2383,0
1622,0.0,126,0.0,1,0,0,17,0,0,1,17,16,0.9411764705882352,16,33,0,4278,0
1623,0.0,170,0.0,5,0,0,20,1,0,7,34,26,0.7,13,67,0,604,0
1624,0.6912442396313364,434,0.4608294930875576,1,3,2,39,1,0,8,95,93,0.9487179487179488,8,154,0,1165,1
1625,0.0,577,0.0,2,0,0,34,0,0,8,106,104,0.9411764705882352,31,299,0,4129,2
1626,0.0,70,0.0,0,0,0,6,0,0,0,19,19,1.0,6,31,0,3041,0
1627,0.0,12,0.0,1,0,0,1,0,0,1,2,0,0.0,1,1,0,3347,0
1628,1.0101010101010102,99,1.0101010101010102,3,1,1,12,0,0,4,17,14,0.75,12,21,0,39,0
1629,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,2774,0
1630,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,1742,0
1631,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,2293,0
1632,0.0,85,0.0,5,0,0,11,5,0,0,15,4,0.0909090909090909,11,17,0,1082,0
1633,0.0,76,0.0,4,0,0,11,0,0,2,13,9,0.6363636363636364,11,13,0,3957,0
1634,0.0,35,0.0,1,0,0,5,0,0,1,6,5,0.8,4,6,0,1456,0
1635,0.0,11,0.0,0,0,0,1,0,0,0,4,4,1.0,1,3,0,3025,0
1636,0.0,170,0.0,7,0,0,19,1,0,2,34,22,0.5789473684210527,18,24,0,1347,0
1637,0.0,90,0.0,0,0,0,16,0,0,2,26,26,1.0,10,28,0,1634,0
1638,0.0,435,0.0,1,0,0,36,0,0,8,100,99,0.9722222222222222,33,117,0,4129,1
1639,0.0,90,0.0,0,0,0,7,0,1,2,20,20,1.0,2,46,1,2836,0
1640,0.0,136,0.0,3,0,0,9,0,0,10,23,20,0.6666666666666666,8,51,0,2340,0
1641,0.0,137,0.0,0,0,0,10,0,0,10,25,25,1.0,2,144,0,1816,0
1642,0.0,16,0.0,0,0,0,2,0,0,0,3,3,1.0,2,6,0,416,0
1643,0.0,41,0.0,0,0,0,7,0,0,0,7,7,1.0,2,10,0,2573,0
1644,0.0,37,0.0,2,0,0,6,1,0,3,6,3,0.5,6,9,0,1858,0
1645,0.0,565,0.0,3,0,0,39,0,0,10,125,122,0.9230769230769232,5,346,0,878,2
1646,0.0,83,0.0,4,0,0,9,1,0,4,14,9,0.4444444444444444,8,21,4,4388,1
1647,0.0,27,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,2249,0
1648,0.0,70,0.0,1,0,0,12,1,0,1,16,14,0.8333333333333334,12,28,0,2183,0
1649,0.0,40,0.0,0,0,0,2,0,0,0,6,6,1.0,2,5,0,2099,0
1650,0.0,185,0.0,8,0,0,21,7,0,0,35,20,0.2857142857142857,20,60,0,2798,0
1651,0.0,64,0.0,6,0,0,12,6,0,6,12,0,0.0,12,12,0,955,0
1652,0.0,234,0.0,0,0,0,17,0,0,12,45,45,1.0,12,85,0,2382,2
1653,0.0,103,0.0,0,0,0,7,0,0,0,24,24,1.0,2,13,0,1040,0
1654,0.0,62,0.0,3,0,0,6,0,0,3,9,6,0.5,6,15,0,669,0
1655,0.0,80,0.0,0,0,0,4,0,0,0,18,18,1.0,3,40,0,4788,0
1656,0.0,62,0.0,2,0,0,7,1,0,6,8,5,0.5714285714285714,7,12,3,212,0
1657,0.0,35,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,2991,0
1658,0.0,16,0.0,0,0,0,2,0,0,0,4,4,1.0,2,5,0,3026,0
1659,0.0,50,0.0,1,0,0,5,0,0,1,6,5,0.8,5,7,0,5758,0
1660,0.0,67,0.0,4,0,0,9,0,0,3,12,8,0.5555555555555556,9,14,0,1052,0
1661,0.0,159,0.0,0,0,0,14,0,0,8,30,30,1.0,3,68,0,1022,2
1662,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,1262,0
1663,0.0,728,0.0,4,0,0,34,1,0,46,70,65,0.8529411764705882,25,454,0,4389,1
1664,0.0,15,0.0,2,0,0,2,0,0,0,2,0,0.0,1,2,0,2670,0
1665,6.557377049180328,61,3.278688524590164,0,4,2,5,0,0,2,9,9,1.0,1,42,0,217,0
1666,0.0,18,0.0,0,0,0,1,0,0,0,1,1,1.0,1,11,0,3108,0
1667,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,4129,0
1668,0.0,22,0.0,0,0,0,1,0,0,0,1,1,1.0,1,32,0,450,0
1669,0.0,89,0.0,0,0,0,11,0,0,0,11,11,1.0,0,11,0,2873,0
1670,0.0,65,0.0,0,0,0,5,0,0,4,13,13,1.0,2,12,0,1723,0
1671,0.0,987,0.0,2,0,0,35,0,2,5,267,265,0.9428571428571428,15,469,0,3837,0
1672,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1028,0
1673,0.0,40,0.0,0,0,0,3,0,4,0,5,5,1.0,3,8,1,1052,0
1674,0.0,75,0.0,3,0,0,11,3,0,5,15,9,0.4545454545454545,11,18,0,4736,0
1675,0.0,40,0.0,0,0,0,2,0,0,0,7,7,1.0,0,16,0,3026,0
1676,0.0,61,0.0,0,0,0,6,0,0,3,10,10,1.0,3,15,0,1765,0
1677,0.0,227,0.0,4,0,0,29,4,0,3,62,44,0.7241379310344828,23,68,0,5585,0
1678,0.0,315,0.0,3,0,0,15,0,0,20,60,57,0.8,8,95,4,1308,0
1679,0.0,48,0.0,0,0,0,6,0,0,3,9,9,1.0,5,8,0,4129,0
1680,0.0,79,0.0,0,0,0,2,0,10,0,32,32,1.0,2,4,10,2358,0
1681,0.0,55,0.0,0,0,0,1,0,0,2,14,14,1.0,1,25,0,71,0
1682,0.0,323,0.0,7,0,0,32,1,2,6,60,52,0.75,30,70,0,1867,0
1683,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,1424,0
1684,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,11,1,1598,0
1685,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1333,0
1686,0.0,60,0.0,2,0,0,7,0,1,2,10,8,0.7142857142857143,7,12,0,1633,0
1687,0.0,20,0.0,0,0,0,2,0,0,1,2,2,1.0,2,6,1,894,0
1688,0.0,12,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,1106,0
1689,1.2422360248447204,161,0.6211180124223602,14,2,1,25,0,0,9,29,15,0.44,22,65,3,632,0
1690,0.0,67,0.0,5,0,0,9,0,0,1,15,10,0.4444444444444444,7,24,0,1329,0
1691,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0,1864,0
1692,0.0,30,0.0,2,0,0,3,0,0,0,7,5,0.3333333333333333,2,4,0,1867,0
1693,0.7070707070707071,990,0.0,15,7,0,78,2,4,35,183,166,0.782051282051282,56,397,0,4129,2
1694,0.0,201,0.4975124378109453,2,0,1,9,0,0,18,30,28,0.7777777777777778,8,50,0,171,0
1695,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2325,0
1696,0.0,77,1.2987012987012987,0,0,1,6,0,0,7,13,13,1.0,5,32,0,956,1
1697,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,1505,0
1698,0.0,22,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,8,0,1004,0
1699,0.0,28,0.0,0,0,0,3,0,0,0,3,3,1.0,3,7,0,3434,0
1700,0.0,37,0.0,1,0,0,5,4,0,5,5,0,0.0,5,6,0,39,0
1701,0.0,105,0.0,1,0,0,7,0,1,2,19,18,0.8571428571428571,5,71,0,1082,1
1702,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,2,5,0,4859,0
1703,0.0,147,0.0,9,0,0,15,1,1,1,24,14,0.3333333333333333,15,36,0,2987,0
1704,0.0,36,0.0,3,0,0,4,0,0,3,4,1,0.25,4,5,0,688,0
1705,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,2338,0
1706,0.0,74,2.702702702702702,0,0,2,26,0,0,0,28,28,1.0,0,30,0,3759,0
1707,0.0,21,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,1141,0
1708,0.0,23,0.0,1,0,0,3,0,0,1,4,3,0.6666666666666666,3,7,0,1403,0
1709,0.0,614,0.0,2,0,0,28,0,0,5,107,105,0.9285714285714286,17,449,0,2255,3
1710,0.0,213,0.0,0,0,0,58,0,32,0,58,58,1.0,57,61,0,1363,0
1711,0.0,52,0.0,0,0,0,4,0,0,2,5,5,1.0,2,23,0,464,0
1712,0.0,75,0.0,1,0,0,9,0,0,3,12,11,0.8888888888888888,4,13,0,2353,1
1713,0.0,239,0.0,23,0,0,46,23,0,23,46,0,0.0,46,47,3,632,0
1714,0.0,82,0.0,4,0,0,9,0,1,3,13,9,0.5555555555555556,9,21,0,1882,0
1715,0.0,62,0.0,0,0,0,6,0,0,5,7,7,1.0,6,34,0,679,0
1716,0.0,43,0.0,1,0,0,4,0,0,1,9,8,0.75,4,27,0,5484,0
1717,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,4129,0
1718,0.0,112,0.0,2,0,0,18,1,0,2,23,20,0.8333333333333334,18,26,0,1974,0
1719,0.0,23,0.0,0,0,0,5,0,0,0,5,5,1.0,5,6,0,449,0
1720,0.0,24,0.0,1,0,0,2,0,0,0,3,2,0.5,2,5,0,2651,0
1721,0.0,151,0.0,2,0,0,11,1,0,2,23,20,0.7272727272727273,5,77,0,2485,1
1722,0.0,32,0.0,1,0,0,4,0,0,2,5,4,0.75,4,13,2,2463,0
1723,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,1079,0
1724,0.0,84,0.0,0,0,0,7,0,0,1,13,13,1.0,7,13,0,6807,0
1725,0.0,164,0.0,4,0,0,16,0,0,4,31,27,0.75,10,31,0,643,0
1726,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,12,0,652,0
1727,0.0,1046,0.0,1,0,0,116,0,0,1,230,229,0.9913793103448276,115,228,0,2870,0
1728,0.0,249,0.4016064257028112,0,0,1,13,0,0,10,51,51,1.0,2,120,0,261,0
1729,0.0,50,0.0,4,0,0,7,0,0,2,8,4,0.4285714285714285,7,13,0,1205,0
1730,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,754,0
1731,0.0,51,0.0,1,0,0,9,0,0,2,9,8,0.8888888888888888,9,24,0,3306,0
1732,0.0,18,0.0,1,0,0,2,0,0,1,3,2,0.5,2,3,0,3595,0
1733,0.0,26,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,2311,0
1734,0.0,58,0.0,3,0,0,11,0,0,0,14,11,0.7272727272727273,3,21,0,5414,0
1735,0.0,54,0.0,1,0,0,9,1,0,2,10,8,0.7777777777777778,8,20,0,1002,0
1736,0.0,79,0.0,1,0,0,3,0,0,4,13,12,0.6666666666666666,2,33,0,1567,2
1737,0.0,66,0.0,6,0,0,9,0,0,0,16,10,0.3333333333333333,0,36,0,2152,0
1738,0.0,124,0.0,4,0,0,13,1,0,4,30,25,0.6153846153846154,9,45,4,1858,0
1739,0.0,27,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,3,0,501,0
1740,0.0,73,0.0,5,0,0,10,5,0,5,10,0,0.0,10,10,18,864,0
1741,0.0,26,0.0,0,0,0,3,2,0,2,5,3,0.3333333333333333,3,5,0,5707,0
1742,0.0,85,0.0,0,0,0,17,0,0,0,20,20,1.0,13,40,0,4130,0
1743,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,218,0
1744,0.0,18,0.0,0,0,0,4,0,0,0,4,4,1.0,4,11,0,996,0
1745,7.526881720430108,93,2.150537634408602,2,7,2,15,0,1,3,15,13,0.8666666666666667,13,41,5,718,0
1746,0.0,107,0.0,9,0,0,18,9,0,9,18,0,0.0,18,18,12,959,0
1747,0.0,95,0.0,3,0,0,10,1,0,3,18,13,0.6,8,22,0,3422,0
1748,0.0,70,0.0,7,0,0,14,7,0,6,14,0,0.0,14,14,0,4753,0
1749,0.0,55,0.0,0,0,0,7,2,0,6,7,5,0.7142857142857143,7,15,0,941,0
1750,0.0,184,0.0,1,0,0,16,0,0,4,46,45,0.9375,1,35,0,1719,0
1751,0.0,68,0.0,0,0,0,8,0,1,0,14,14,1.0,8,35,0,2433,0
1752,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,0,1,0,1371,0
1753,0.0,44,0.0,0,0,0,2,0,0,2,6,6,1.0,2,19,2,1568,0
1754,0.0,60,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,6,23,0,925,0
1755,0.0,176,0.0,4,0,0,11,0,5,8,20,16,0.6363636363636364,9,50,0,1163,1
1756,0.0,40,0.0,2,0,0,5,0,0,2,6,4,0.6,5,11,0,1129,0
1757,0.0,131,0.0,4,0,0,16,0,0,4,24,20,0.75,15,75,0,2803,1
1758,0.0,59,0.0,1,0,0,4,0,0,0,13,12,0.75,1,20,0,2565,0
1759,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,1706,0
1760,0.0,98,0.0,1,0,0,7,1,0,3,19,17,0.7142857142857143,3,74,0,814,0
1761,0.0,18,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,464,0
1762,0.0,69,0.0,1,0,0,4,0,0,6,10,9,0.75,4,32,0,185,0
