id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
1378,0.0,24,0.0,1,0,0,4,1,0,1,4,2,0.5,2,6,0,19.727272727272727,0
1379,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,11.285714285714286,0
1380,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,13.0,0
1381,0.0,197,0.0,17,0,0,35,0,0,2,35,18,0.5142857142857142,35,59,1,68.33333333333333,1
1382,0.0,41,0.0,3,0,0,5,0,1,2,7,4,0.4,5,8,0,16.416666666666668,0
1383,0.0,83,0.0,3,0,0,6,0,0,8,8,5,0.5,6,29,0,59.32857142857143,0
1384,0.0,53,0.0,1,0,0,5,1,0,3,9,7,0.6,5,7,0,34.42857142857143,0
1385,0.0,60,0.0,1,0,0,2,0,0,0,14,13,0.5,2,43,0,55163.0,1
1386,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,52.19047619047619,0
1387,0.0,27,0.0,2,0,0,2,0,0,2,2,0,0.0,2,6,0,16.928571428571427,0
1388,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,18.666666666666668,0
1389,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,6707.0,1
1390,0.0,46,0.0,3,0,0,5,1,0,5,6,1,0.2,2,9,9,31.33333333333333,0
1391,0.0,48,0.0,0,0,0,7,4,0,0,7,3,0.4285714285714285,7,9,0,19.0,0
1392,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,17.0,0
1393,0.0,179,0.0,0,0,0,29,0,0,0,33,33,1.0,29,51,0,56.0,2
1394,0.9345794392523364,214,0.4672897196261682,3,2,1,13,0,0,24,30,27,0.7692307692307693,6,55,1,27.463414634146343,0
1395,0.0,26,0.0,0,0,0,6,0,0,0,6,6,1.0,6,17,0,96.0,0
1396,0.0,30,0.0,0,0,0,3,0,0,2,6,6,1.0,2,3,0,24.5,0
1397,0.0,55,0.0,0,0,0,4,0,1,4,10,10,1.0,4,14,0,22.2,0
1398,0.0,234,0.0,6,0,0,15,1,0,22,32,22,0.5333333333333333,10,97,0,77.22222222222223,1
1399,0.0,140,0.0,1,0,0,9,0,0,16,20,19,0.8888888888888888,9,51,0,75.5,0
1400,0.0,35,0.0,4,0,0,5,0,0,0,5,1,0.2,3,6,0,31.8,0
1401,0.0,503,0.0,0,0,0,40,0,0,20,96,96,1.0,18,218,3,45.66666666666666,2
1402,0.0,25,0.0,1,0,0,2,0,0,3,3,2,0.5,0,4,0,52.0,0
1403,0.0,459,0.0,1,0,0,23,0,0,2,100,99,0.9565217391304348,2,175,0,771.0,1
1404,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,42.0,0
1405,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,24.666666666666668,0
1406,0.0,81,0.0,1,0,0,2,0,0,0,23,22,0.5,2,6,0,484.3333333333333,0
1407,0.0,33,0.0,0,0,0,4,0,0,0,11,11,1.0,3,28,0,18.4,0
1408,0.0,43,0.0,3,0,0,3,0,3,4,3,0,0.0,3,4,0,16.285714285714285,0
1409,0.0,294,0.0,22,0,0,48,24,0,24,54,8,0.0416666666666666,48,60,0,37.0,0
1410,0.0,11,0.0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,395.6666666666667,0
1411,0.0,69,0.0,0,0,0,5,0,0,7,7,7,1.0,4,34,1,34.2,0
1412,0.0,62,0.0,6,0,0,8,0,0,2,11,5,0.25,8,11,0,17.25,0
1413,0.0,103,0.0,2,0,0,8,0,0,2,21,19,0.75,7,67,0,37.06382978723404,0
1414,0.0,80,0.0,1,0,0,7,0,0,0,14,13,0.8571428571428571,4,43,0,77.0,1
1415,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,53.11111111111112,0
1416,0.0,31,0.0,1,0,0,2,1,0,1,2,0,0.0,2,8,0,62.0,0
1417,0.0,48,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,4,20,0,41.0,0
1418,0.0,56,0.0,1,0,0,7,0,0,0,11,10,0.8571428571428571,7,9,0,267.25,0
1419,0.0,14,0.0,0,0,0,2,0,1,0,2,2,1.0,2,4,0,12.5625,0
1420,0.0,258,0.0,14,0,0,32,4,1,7,44,26,0.4375,32,60,0,55.55555555555556,0
1421,0.0,20,0.0,0,0,0,9,0,0,0,9,9,1.0,0,9,0,47.0,0
1422,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,0,7,0,207.04166666666663,0
1423,0.0,110,0.0,2,0,0,8,0,0,4,18,16,0.75,4,53,0,24.08333333333333,1
1424,0.0,14,0.0,0,0,0,1,0,0,1,2,2,1.0,1,11,0,11.8,0
1425,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,12.384615384615383,0
1426,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,17.6,0
1427,0.0,9,0.0,0,0,0,1,0,0,0,3,3,1.0,1,15,0,26.09375,0
1428,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,60.5,0
1429,0.0,68,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,0,10,0,14.714285714285714,0
1430,0.0,69,0.0,5,0,0,9,1,0,3,10,4,0.3333333333333333,9,30,0,15.923076923076923,0
1431,0.0,46,0.0,1,0,0,7,1,1,0,9,7,0.7142857142857143,7,9,1,8.928571428571429,0
1432,0.0,108,0.0,4,0,0,14,0,0,2,15,11,0.7142857142857143,4,33,0,21.90909090909091,1
1433,0.0,20,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0,10.22222222222222,0
1434,7.142857142857143,14,0.0,0,1,0,1,0,0,0,2,2,1.0,0,4,0,25.09090909090909,0
1435,0.0,34,0.0,0,0,0,2,0,0,4,4,4,1.0,1,18,0,25.0,0
1436,0.0,62,0.0,1,0,0,2,0,0,0,15,14,0.5,2,43,0,13244.0,0
1437,0.0,19,0.0,0,0,0,1,0,0,1,3,3,1.0,0,7,0,22.1875,0
1438,2.272727272727273,88,1.1363636363636365,1,2,1,20,0,0,1,20,19,0.95,20,23,0,36.125,0
1439,0.0,26,0.0,0,0,0,2,0,0,0,6,6,1.0,1,5,0,20.0,0
1440,0.0,26,0.0,0,0,0,2,0,0,1,6,6,1.0,2,2,0,26.175,0
1441,0.0,84,0.0,5,0,0,10,2,0,2,21,14,0.3,10,12,0,20.294117647058822,0
1442,0.0,86,0.0,1,0,0,8,0,0,5,9,8,0.875,7,26,0,60.0,1
1443,0.0,33,0.0,2,0,0,3,0,0,3,5,3,0.3333333333333333,3,5,3,12.272727272727272,0
1444,0.0,48,0.0,0,0,0,2,0,0,0,5,5,1.0,1,34,0,43.8,1
1445,0.0,134,0.0,8,0,0,18,3,0,11,26,15,0.3888888888888889,11,19,1,16.0,1
1446,0.0,35,0.0,4,0,0,4,0,0,3,4,0,0.0,4,4,0,9.9,0
1447,0.0,36,0.0,0,0,0,1,0,0,3,5,5,1.0,1,12,0,87.44444444444444,0
1448,0.0,253,0.0,8,0,0,24,5,2,6,42,29,0.4583333333333333,22,79,0,79.06666666666666,1
1449,0.0,24,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,3,4,0,15.22222222222222,0
1450,0.0,181,0.0,2,0,0,9,0,0,0,29,27,0.7777777777777778,0,70,0,36.125,0
1451,0.0,48,0.0,3,0,0,4,0,0,2,7,4,0.25,1,10,0,1215.0,1
1452,0.0,39,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,7,17,0,38.07692307692308,0
1453,0.0,17,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,53.5,0
1454,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,1,0,10.2,0
1455,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,11,1,18.25,0
1456,0.5108556832694764,783,0.2554278416347382,1,4,2,86,0,0,4,179,178,0.9883720930232558,76,212,0,89.12307692307692,2
1457,0.9505703422053232,1052,0.1901140684410646,10,10,2,61,0,0,27,206,196,0.8360655737704918,23,715,1,64.39024390243902,2
1458,0.0,254,0.0,2,0,0,15,1,0,15,49,38,0.8,8,82,7,41.78048780487805,2
1459,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,14.0,0
1460,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0,10.875,0
1461,0.0,34,0.0,0,0,0,2,0,1,1,7,7,1.0,1,12,0,25.22222222222222,0
1462,0.0,18,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,10.923076923076923,0
1463,0.0,50,0.0,0,0,0,3,0,0,6,4,4,1.0,1,25,0,84.0,0
1464,0.0,511,0.0,4,0,0,14,0,1,1,144,140,0.7142857142857143,13,62,0,676.0,0
1465,0.0,19,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,12,0,18.0,0
1466,0.0,275,0.0,6,0,0,14,0,0,11,58,52,0.5714285714285714,1,84,21,30.05084745762712,0
1467,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,14.555555555555555,0
1468,0.0,16,0.0,0,0,0,2,0,2,0,2,2,1.0,2,5,0,11.864864864864863,0
1469,0.0,17,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,20.166666666666668,0
1470,0.0,27,0.0,0,0,0,2,1,0,1,4,3,0.5,1,9,0,8.928571428571429,0
1471,0.0,11,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,10.071428571428571,0
1472,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,6,0,8270.47247706422,0
1473,0.0,32,0.0,2,0,0,5,1,0,0,7,4,0.4,5,5,0,43.0,0
1474,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,31.428571428571427,0
1475,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,5645.5,0
1476,0.0,131,0.0,2,0,0,8,1,0,4,25,22,0.625,7,61,0,309.25,2
1477,0.0,32,0.0,0,0,0,4,0,0,0,6,6,1.0,4,7,0,14.0,0
1478,1.4423076923076923,208,0.0,0,3,0,11,0,2,4,47,47,1.0,7,120,0,44.6,1
1479,8.415841584158416,202,0.0,0,17,0,11,0,0,6,43,43,1.0,3,43,0,95.43478260869566,0
1480,0.0,47,0.0,2,0,0,6,0,1,2,8,6,0.6666666666666666,6,10,0,145.0,1
1481,0.0,31,0.0,0,0,0,9,0,0,1,9,9,1.0,0,9,0,18.714285714285715,0
1482,0.0,37,0.0,4,0,0,6,0,0,1,7,3,0.3333333333333333,6,7,0,14.476190476190476,0
1483,0.8064516129032258,124,0.0,1,1,0,12,0,0,0,28,27,0.9166666666666666,7,79,0,36.375,0
1484,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,67.2,0
1485,0.0,348,0.0,0,0,0,1,0,1,1,34,34,1.0,1,194,0,109.75,2
1486,0.0,38,0.0,3,0,0,6,0,0,1,6,3,0.5,6,6,0,8.909090909090908,0
1487,0.0,22,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,37.74074074074074,0
1488,0.0,37,0.0,0,0,0,2,0,1,1,4,4,1.0,2,13,0,13.333333333333334,0
1489,0.0,72,0.0,7,0,0,14,7,0,7,14,0,0.0,14,14,0,35.666666666666664,0
1490,3.571428571428572,56,0.0,3,2,0,6,0,0,1,11,8,0.5,1,14,0,46.833333333333336,0
1491,0.0,57,0.0,3,0,0,6,0,1,1,13,10,0.5,6,10,0,37.8,0
1492,0.0,66,0.0,0,0,0,4,0,0,0,19,19,1.0,3,45,0,41.5,0
1493,0.0,30,0.0,4,0,0,5,0,0,4,5,1,0.2,5,7,0,108.66666666666669,0
1494,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,20.5,0
1495,0.0,138,0.0,1,0,0,9,1,1,12,21,19,0.7777777777777778,4,28,0,25.928571428571427,0
1496,0.0,39,0.0,0,0,0,6,0,1,0,6,6,1.0,6,11,0,21.714285714285715,0
1497,0.0,20,0.0,0,0,0,3,0,0,0,5,5,1.0,3,5,0,8.166666666666666,0
1498,0.0,79,0.0,1,0,0,8,1,0,0,21,19,0.75,8,8,0,43.63636363636363,0
1499,0.0,73,0.0,2,0,0,6,0,0,4,9,7,0.6666666666666666,6,26,0,46.3,0
1500,0.0,343,0.0,0,0,0,28,0,0,11,40,40,1.0,13,122,0,193.0,2
1501,0.0,29,0.0,1,0,0,4,0,0,0,4,3,0.75,2,4,0,13.416666666666666,0
1502,1.1904761904761905,84,1.1904761904761905,5,1,1,11,0,0,3,11,6,0.5454545454545454,4,38,0,51.69565217391305,0
1503,0.0,20,0.0,0,0,0,1,0,0,2,5,5,1.0,1,8,0,19.0,0
1504,0.0,34,0.0,4,0,0,6,0,0,3,6,2,0.3333333333333333,6,8,0,50.0,0
1505,0.0,37,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,3,17.11111111111111,0
1506,0.0,25,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,5,0,20.666666666666668,0
1507,0.0,18,0.0,0,0,0,2,0,2,0,3,3,1.0,2,3,2,7.782608695652174,0
1508,0.0,12,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,102.0,0
1509,0.0,20,0.0,0,0,0,1,0,0,0,2,2,1.0,0,15,0,26.75,0
1510,0.0,84,0.0,0,0,0,6,0,1,2,18,18,1.0,2,17,0,21.666666666666668,0
1511,0.0,95,0.0,4,0,0,14,0,0,1,22,18,0.7142857142857143,14,22,0,63.0,0
1512,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,16.166666666666668,0
1513,0.0,19,0.0,0,0,0,1,0,0,0,4,4,1.0,1,9,0,23.266666666666666,0
1514,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0,12.6,0
1515,0.0,15,0.0,0,0,0,2,0,1,0,2,2,1.0,2,33,0,21.0,0
1516,0.0,460,0.0,0,0,0,3,0,164,0,5,5,1.0,3,5,5,19.90566037735849,0
1517,0.0,79,0.0,1,0,0,10,0,0,3,14,13,0.9,10,26,0,33.285714285714285,0
1518,0.0,41,0.0,4,0,0,5,0,0,4,5,1,0.2,5,6,0,21.666666666666668,0
1519,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,8.285714285714286,0
1520,0.0,14,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,1,3,0,20.096774193548388,0
1521,0.0,85,0.0,1,0,0,9,1,0,6,13,10,0.7777777777777778,8,23,0,32.774193548387096,0
1522,0.0,15,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,34.0,0
1523,0.0,22,0.0,1,0,0,3,0,1,0,4,3,0.6666666666666666,3,3,0,17.4,0
1524,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,17.571428571428573,0
1525,0.0,79,0.0,4,0,0,11,0,0,3,13,9,0.6363636363636364,5,15,0,40.1,0
1526,0.0,66,0.0,2,0,0,3,0,0,0,14,12,0.3333333333333333,3,37,0,27.22222222222222,0
1527,0.0,186,0.0,3,0,0,21,0,0,1,39,36,0.8571428571428571,21,48,1,34.92857142857143,1
1528,0.0,17,0.0,0,0,0,1,0,0,0,3,3,1.0,1,16,0,26.5,0
1529,0.0,56,0.0,0,0,0,2,0,0,0,9,9,1.0,2,22,0,61.10416666666666,0
1530,0.0,90,0.0,0,0,0,6,0,0,6,16,16,1.0,1,26,3,137.0,0
1531,0.0,47,0.0,0,0,0,1,0,0,1,10,10,1.0,1,27,0,47.5,0
1532,0.0,216,0.0,11,0,0,19,0,11,11,27,16,0.4210526315789473,19,31,11,145.5,0
1533,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,0,12,0,102.8,0
1534,0.0,39,0.0,4,0,0,7,0,0,0,7,3,0.4285714285714285,7,11,0,19.83333333333333,0
1535,0.0,43,0.0,1,0,0,4,1,0,1,7,5,0.5,4,17,0,26.666666666666668,0
1536,0.0,65,0.0,0,0,0,3,0,0,0,12,12,1.0,3,45,0,35.35294117647059,0
1537,0.0,16,0.0,0,0,0,3,0,0,0,3,3,1.0,3,5,0,14.615384615384617,0
1538,0.0,118,0.0,8,0,0,14,0,0,13,14,6,0.4285714285714285,14,24,0,20.133333333333333,0
1539,0.0,28,0.0,6,0,0,6,0,0,0,6,0,0.0,2,6,0,13.333333333333334,0
1540,0.0,125,0.0,10,0,0,20,5,0,0,23,8,0.25,20,28,12,123.0,0
1541,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,24.5,0
1542,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,11.909090909090908,0
1543,0.0,16,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,26.83333333333333,0
1544,0.0,100,0.0,0,0,0,17,0,0,2,17,17,1.0,14,53,0,274.0,0
1545,0.0,54,0.0,0,0,0,5,1,0,1,6,5,0.8,5,32,0,26.142857142857142,0
1546,0.0,39,0.0,0,0,0,2,0,0,0,7,7,1.0,2,13,0,41.69565217391305,0
1547,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,70.5,0
1548,0.0,20,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,2,4,0,1456.0,0
1549,0.0,67,0.0,0,0,0,13,0,0,5,13,13,1.0,13,22,0,43.0,0
1550,0.0,30,0.0,1,0,0,5,0,0,0,7,6,0.8,5,11,0,613.5,0
1551,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,1,2,0,7.25,0
1552,0.0,181,0.0,4,0,0,21,0,0,1,39,35,0.8095238095238095,19,52,0,47.76923076923077,0
1553,0.0,268,0.0,16,0,0,35,1,0,8,44,27,0.5142857142857142,35,54,2,95.4,0
1554,0.0,173,0.0,0,0,0,14,7,0,12,31,24,0.5,7,61,0,160.5,0
1555,0.0,22,0.0,1,0,0,2,0,0,2,4,3,0.5,2,7,0,450.9642857142857,0
1556,0.0,318,0.0,28,0,0,56,26,0,26,59,5,0.0357142857142857,56,61,29,19.448275862068964,0
1557,0.0,140,0.0,2,0,0,11,6,0,10,12,4,0.2727272727272727,11,29,14,41.66666666666666,1
1558,0.0,207,0.0,2,0,0,21,0,0,6,41,39,0.9047619047619048,20,67,0,241.0,0
1559,0.0,42,0.0,0,0,0,3,0,0,2,6,6,1.0,3,18,0,38.63333333333333,0
1560,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,1,21.5,0
1561,12.12121212121212,33,0.0,0,4,0,8,0,0,0,8,8,1.0,8,12,0,13.434782608695652,0
1562,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,37.5625,0
1563,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0,21.0,0
1564,0.0,51,0.0,3,0,0,6,0,1,4,7,4,0.5,6,13,1,28.0,0
1565,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,19.5,0
1566,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,10.333333333333334,0
1567,0.0,98,0.0,1,0,0,4,0,2,2,14,13,0.75,2,25,0,22.153846153846157,0
1568,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,32.0,0
1569,0.0,49,0.0,7,0,0,7,0,0,1,7,0,0.0,7,14,1,13.428571428571429,0
1570,0.0,23,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,0,5,0,63.72222222222222,0
1571,0.0,54,0.0,0,0,0,1,0,0,1,10,10,1.0,1,30,0,100.76595744680851,1
1572,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,164.16666666666666,0
1573,0.0,24,0.0,0,0,0,1,0,0,0,1,1,1.0,1,18,0,42.66666666666666,0
1574,0.0,47,0.0,0,0,0,2,0,0,0,12,12,1.0,0,17,0,27.8,1
1575,0.0,24,0.0,0,0,0,2,0,0,2,2,2,1.0,2,6,0,16.785714285714285,0
1576,0.0,82,0.0,0,0,0,5,1,0,3,14,13,0.8,4,26,0,25.375,1
1577,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,5.7,0
1578,0.0,36,0.0,0,0,0,2,0,0,1,5,5,1.0,2,9,0,34.333333333333336,0
1579,0.0,45,0.0,0,0,0,4,0,0,1,10,10,1.0,4,14,0,54.4,0
1580,0.0,91,0.0,0,0,0,6,0,0,0,21,21,1.0,4,24,0,19.4375,0
1581,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,0,4,0,91.5,0
1582,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0,966.0,0
1583,0.0,260,0.0,5,0,0,26,2,0,3,50,42,0.7307692307692307,23,87,0,54.22368421052632,0
1584,0.0,93,0.0,2,0,0,11,2,0,2,15,11,0.6363636363636364,5,33,0,35.375,0
1585,0.0,44,0.0,2,0,0,5,1,0,2,6,3,0.4,5,7,0,45.66666666666666,0
1586,0.0,339,0.0,1,0,0,83,0,13,1,83,82,0.9879518072289156,23,83,0,22.676470588235293,0
1587,0.0,142,0.0,3,0,0,18,1,1,5,38,33,0.7777777777777778,18,37,0,56.71428571428572,0
1588,0.0,145,0.0,8,0,0,17,0,0,7,30,22,0.5294117647058824,16,55,0,13.91304347826087,0
1589,0.0,45,0.0,0,0,0,3,0,0,5,6,6,1.0,0,17,0,23.0,0
1590,1.3937282229965158,287,0.0,2,4,0,14,0,0,27,43,41,0.8571428571428571,1,183,0,47.9375,1
1591,5.617977528089888,89,4.49438202247191,1,5,4,14,1,0,5,22,20,0.8571428571428571,12,39,0,32.6,0
1592,0.0,15,0.0,0,0,0,1,0,0,1,3,3,1.0,1,5,0,34.333333333333336,0
1593,0.0,51,0.0,4,0,0,7,0,0,4,8,4,0.4285714285714285,7,13,0,31.384615384615383,0
1594,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
1595,16.666666666666668,12,0.0,0,2,0,3,0,0,0,3,3,1.0,0,7,0,13.272727272727272,0
1596,0.0,28,0.0,0,0,0,2,0,0,0,6,6,1.0,2,4,0,66.0,0
1597,0.0,84,0.0,1,0,0,3,0,0,2,19,18,0.6666666666666666,2,45,0,31.83333333333333,2
1598,1.075268817204301,93,1.075268817204301,0,1,1,6,0,0,7,16,16,1.0,0,37,1,44.0,0
1599,0.0,437,0.0,14,0,0,56,7,2,15,95,71,0.625,43,126,8,24.65,1
1600,0.0,109,0.0,5,0,0,6,0,0,5,18,13,0.1666666666666666,6,33,1,22.125,0
1601,0.0,16,0.0,0,0,0,2,0,0,1,2,2,1.0,2,7,0,54.0,0
1602,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0,110.0,1
1603,0.0,35,0.0,1,0,0,5,0,0,0,7,6,0.8,5,8,0,380.0,0
1604,0.0,361,0.0,2,0,0,27,0,0,12,69,67,0.925925925925926,24,196,0,119.88888888888889,2
1605,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,16.083333333333332,0
1606,0.0,22,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,65.5,0
1607,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,25.571428571428573,0
1608,0.0,31,0.0,3,0,0,3,0,0,0,3,0,0.0,3,9,0,13.166666666666666,0
1609,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,13.1,0
1610,0.0,26,0.0,0,0,0,12,0,0,0,12,12,1.0,0,12,0,18.77777777777778,0
1611,0.0,67,0.0,1,0,0,6,0,1,2,13,12,0.8333333333333334,3,14,1,36.03703703703704,0
1612,0.0,109,0.0,3,0,0,9,0,0,3,22,18,0.6666666666666666,8,52,0,68.2,1
1613,0.0,451,0.0,23,0,0,42,2,0,11,135,99,0.4047619047619047,36,317,0,34.666666666666664,1
1614,0.0,103,0.0,1,0,0,13,1,0,0,20,17,0.8461538461538461,11,26,0,38.55,0
1615,0.0,394,0.0,7,0,0,27,7,0,10,56,42,0.4814814814814814,1,130,0,61.266666666666666,2
1616,0.0,70,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,33.714285714285715,0
1617,0.0,36,0.0,2,0,0,3,0,0,2,5,3,0.3333333333333333,2,4,0,64.47368421052632,0
1618,0.0,62,0.0,0,0,0,1,0,0,0,10,10,1.0,1,40,0,131.0,0
1619,0.0,384,0.0,9,0,0,36,1,2,8,78,66,0.7222222222222222,33,83,0,44.8,0
1620,0.0,90,0.0,5,0,0,13,5,0,7,13,3,0.2307692307692307,13,20,4,42.2,0
1621,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,21.25,0
1622,0.0,126,0.0,1,0,0,17,0,0,1,17,16,0.9411764705882352,16,33,0,37.4,0
1623,0.0,170,0.0,5,0,0,20,1,0,7,34,26,0.7,13,67,0,18.68,0
1624,0.6912442396313364,434,0.4608294930875576,1,3,2,39,1,0,8,95,93,0.9487179487179488,8,154,0,63.11627906976744,1
1625,0.0,577,0.0,2,0,0,34,0,0,8,106,104,0.9411764705882352,31,299,0,98.22222222222224,2
1626,0.0,70,0.0,0,0,0,6,0,0,0,19,19,1.0,6,31,0,67.5,0
1627,0.0,12,0.0,1,0,0,1,0,0,1,2,0,0.0,1,1,0,127.25,0
1628,1.0101010101010102,99,1.0101010101010102,3,1,1,12,0,0,4,17,14,0.75,12,21,0,115.0,0
1629,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,13.0,0
1630,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,35.72,0
1631,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,14.75,0
1632,0.0,85,0.0,5,0,0,11,5,0,0,15,4,0.0909090909090909,11,17,0,264.0,0
1633,0.0,76,0.0,4,0,0,11,0,0,2,13,9,0.6363636363636364,11,13,0,12.875,0
1634,0.0,35,0.0,1,0,0,5,0,0,1,6,5,0.8,4,6,0,11.578947368421051,0
1635,0.0,11,0.0,0,0,0,1,0,0,0,4,4,1.0,1,3,0,22.5,0
1636,0.0,170,0.0,7,0,0,19,1,0,2,34,22,0.5789473684210527,18,24,0,47.6,0
1637,0.0,90,0.0,0,0,0,16,0,0,2,26,26,1.0,10,28,0,59.526315789473685,0
1638,0.0,435,0.0,1,0,0,36,0,0,8,100,99,0.9722222222222222,33,117,0,228.7,1
1639,0.0,90,0.0,0,0,0,7,0,1,2,20,20,1.0,2,46,1,55.31578947368421,0
1640,0.0,136,0.0,3,0,0,9,0,0,10,23,20,0.6666666666666666,8,51,0,39.270270270270274,0
1641,0.0,137,0.0,0,0,0,10,0,0,10,25,25,1.0,2,144,0,18.766666666666666,0
1642,0.0,16,0.0,0,0,0,2,0,0,0,3,3,1.0,2,6,0,12.25,0
1643,0.0,41,0.0,0,0,0,7,0,0,0,7,7,1.0,2,10,0,11.045454545454543,0
1644,0.0,37,0.0,2,0,0,6,1,0,3,6,3,0.5,6,9,0,26.329326923076923,0
1645,0.0,565,0.0,3,0,0,39,0,0,10,125,122,0.9230769230769232,5,346,0,64.51785714285714,2
1646,0.0,83,0.0,4,0,0,9,1,0,4,14,9,0.4444444444444444,8,21,4,12.947368421052632,1
1647,0.0,27,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,16.875,0
