LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
6.0606060606060606,33,9.090909090909092,1,2,3,3,0,0,5,4,3,0.6666666666666666,2,19,0,11.4,102,567,36,2,90,28.4,15,0,13,5.4,43,4275.4,5,16.8,102,0,7,16,0
0.0,104,0.0,0,0,0,8,0,6,0,10,10,1.0,8,13,0,42.25,165,2383,462,0,165,68.0,4,0,3,1.0,4,822.0,3,43.25,165,0,1,534,0
0.0,44,0.0,0,0,0,4,0,0,2,8,8,1.0,3,12,0,10.714285714285714,48,715,87,1,71,58.285714285714285,7,0,4,0.5714285714285714,2,1513.0,1,11.285714285714286,48,0,8,103,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,11.0,29,2928,64,1,30,42.333333333333336,3,0,3,1.0,2,20.0,2,12.0,29,0,1,2736,0
0.0,38,0.0,1,0,0,5,0,0,1,7,6,0.8,5,10,0,18.0,62,1262,96,0,63,54.81818181818182,11,0,11,12.272727272727273,26,1016.8,5,30.272727272727273,62,0,1,205,0
0.0,92,0.0,0,0,0,4,0,0,5,14,14,1.0,4,55,2,7.21875,195,1858,17,7,35,34.984375,64,0,36,6.671875,170,893.875,16,13.890625,195,1,29,727,0
0.0,14,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,4.090909090909091,24,1008,68,0,31,62.63636363636363,11,0,10,1.2727272727272727,3,435.0,1,5.363636363636363,24,0,2,256,0
0.0,294,0.0,0,0,0,2,0,1,0,42,42,1.0,2,253,0,39.592592592592595,403,2916,104,4,391,119.4074074074074,27,0,20,25.11111111111111,342,1499.5,10,64.70370370370371,686,1,34,108,0
0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,4805.04128440367,39519,1867,8,23,292035,49.11009174311926,218,0,156,3465.4311926605506,32316,356.07142857142856,14,8270.47247706422,58435,1,2,1,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.222222222222222,23,2164,190,0,24,55.111111111111114,9,0,8,3.5555555555555554,9,881.0,5,9.777777777777779,23,0,2,450,0
0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,21.208333333333332,303,2537,52,9,616,133.52083333333334,48,0,43,8.375,117,2495.0,8,29.583333333333332,303,3,2,27,0
0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,4,12,0,19.2,89,4129,714,1,90,128.6,5,0,5,1.2,6,3829.0,1,20.4,89,0,1,556,0
0.0,178,0.0,4,0,0,21,2,2,8,34,28,0.7142857142857143,17,58,4,152.0,302,518,60,0,304,51.0,2,0,2,0.0,0,24.0,2,152.0,302,0,11,397,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,57,6803,100,7,35,94.6,40,0,29,9.575,130,1006.8571428571429,7,20.025,130,2,1,2774,0
0.0,39,0.0,0,0,0,1,0,1,0,7,7,1.0,1,19,0,11.923076923076923,98,598,36,0,96,58.76923076923077,13,0,12,4.538461538461538,19,243.0,6,16.46153846153846,98,3,6,128,0
0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5,5925,0,0,5,15.0,1,0,1,0.0,0,918.0,1,5.0,5,0,1,5925,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,17.5,18,1082,2,1,18,18.5,2,0,2,8.5,17,121.0,2,26.0,34,0,2,1077,0
0.0,29,0.0,0,0,0,2,0,0,3,3,3,1.0,2,9,0,22.75,76,1654,412,1,86,49.0,4,0,3,1.25,2,796.0,3,24.0,76,0,2,5,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.83333333333334,196,1571,178,0,372,30.5,6,0,5,67.83333333333333,162,33.25,4,197.66666666666666,358,0,3,501,0
0.0,22,0.0,0,0,0,1,0,0,5,1,1,1.0,0,8,4,13.3,103,1115,93,0,65,59.0,10,0,9,6.8,30,217.85714285714286,7,20.1,103,0,3,182,0
0.0,138,0.0,4,0,0,14,0,0,10,20,16,0.7142857142857143,13,54,5,11.341772151898734,153,4334,48,6,264,121.43037974683544,79,0,60,8.0,77,1331.7142857142858,7,19.341772151898734,153,5,8,469,1
0.0,20,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0,11.0,47,2786,227,1,48,53.25,8,0,6,5.0,23,2761.5,2,16.0,47,0,2,970,0
0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,6.923076923076923,37,614,43,1,54,28.307692307692307,13,0,10,2.769230769230769,15,862.5,2,9.692307692307692,38,2,3,50,0
0.0,84,0.0,0,0,0,5,0,0,2,12,12,1.0,1,29,0,30.0,140,486,61,0,149,112.6,5,0,5,0.2,1,119.0,4,30.2,140,0,2,179,1
0.0,135,0.0,2,0,0,14,0,0,2,31,29,0.8571428571428571,13,35,0,19.571428571428573,134,1881,110,2,196,70.5,14,0,13,5.571428571428571,23,389.75,8,25.142857142857142,134,3,7,340,0
0.0,40,0.0,0,0,0,3,0,0,1,6,6,1.0,3,16,0,9.176470588235293,48,1715,65,2,71,53.35294117647059,17,0,16,5.0,31,184.44444444444446,9,14.176470588235293,63,1,2,599,0
0.0,62,0.0,1,0,0,8,0,0,0,9,8,0.875,0,16,0,14.857142857142858,57,4,0,3,79,47.142857142857146,7,0,1,3.5714285714285716,13,2481.0,2,18.428571428571427,57,0,4,4,0
0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,14,3201,90,4,25,45.7,20,0,20,2.9,13,2874.6666666666665,3,07.05,26,1,2,1395,0
0.0,12,0.0,0,0,0,1,0,0,1,1,1,1.0,0,5,0,6.636363636363637,35,614,53,1,40,20.181818181818183,11,0,7,3.0,20,1718.0,1,9.636363636363637,40,1,3,21,0
0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,369.0,369,1082,2,1,369,18.5,2,0,2,184.5,369,121.0,2,553.5,738,0,1,1077,0
0.0,64,0.0,1,0,0,11,0,0,0,11,10,0.9090909090909091,6,30,0,10.0,53,4443,157,1,107,79.8695652173913,23,0,20,5.3478260869565215,32,1333.0,4,15.347826086956522,53,2,7,821,0
0.0,104,0.0,9,0,0,16,0,0,4,16,7,0.4375,16,23,0,21.444444444444443,129,4996,245,2,146,66.94444444444444,18,0,16,13.333333333333334,129,590.0,4,34.77777777777778,258,3,5,582,0
0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,43.8,390,1817,152,0,0,108.1,10,0,8,43.8,394,94.5,6,87.6,394,4,1,293,0
0.0,214,0.0,12,0,0,27,0,0,10,41,29,0.5555555555555556,23,65,0,19.393939393939394,270,1800,43,6,429,103.06060606060606,33,0,29,6.393939393939394,28,947.0714285714286,14,25.78787878787879,270,1,19,368,1
0.0,20,0.0,0,0,0,2,0,0,1,3,3,1.0,2,4,0,14.0,50,4473,64,0,51,51.75,4,0,4,1.25,5,1720.3333333333333,3,15.25,50,0,1,4217,0
0.0,17,0.0,0,0,0,1,0,2,1,1,1,1.0,0,5,0,14.375,47,3601,417,2,72,45.375,8,0,7,5.375,21,1314.25,4,19.75,60,1,1,264,0
0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,1,3,0,97.93333333333334,783,189,6,1,1156,66.4,15,0,14,20.866666666666667,124,390.6666666666667,3,118.8,783,0,1,87,0
0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,0,2,0,18.0,66,4687,117,1,67,44.5,4,0,4,1.25,5,741.75,4,19.25,66,0,6,4219,0
0.0,224,0.0,9,0,0,39,0,0,2,44,35,0.7692307692307693,39,95,0,21.533333333333335,176,690,38,2,265,53.2,15,0,15,3.8666666666666667,25,117.5,4,25.4,176,2,19,118,0
0.0,36,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,6,8,0,8.076923076923077,53,1424,104,2,59,97.07692307692308,13,0,12,3.5384615384615383,24,219.0,11,11.615384615384615,53,1,5,70,0
0.0,50,0.0,3,0,0,5,0,0,4,7,4,0.4,5,14,0,8.368421052631579,114,1858,60,0,104,36.63157894736842,19,0,14,2.8947368421052633,21,660.375,8,11.263157894736842,114,0,4,705,0
0.0,367,0.0,0,0,0,13,0,0,40,62,62,1.0,1,141,42,22.182795698924732,543,4805,51,10,872,76.81720430107526,93,0,72,12.806451612903226,219,24.136363636363637,22,34.98924731182796,549,9,78,49,2
0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.22222222222222,319,927,39,2,390,55.833333333333336,18,0,18,7.555555555555555,81,150.45454545454547,11,36.77777777777778,319,1,2,216,0
0.0,67,0.0,0,0,0,2,0,0,1,17,17,1.0,2,31,0,45.55555555555556,114,4077,301,1,120,87.33333333333333,9,0,7,32.22222222222222,114,740.5,2,77.77777777777777,228,0,3,1361,1
250.0,4,0.0,0,10,0,0,0,0,0,0,0,0,0,50,0,25.285714285714285,97,1079,120,0,74,55.714285714285715,7,0,4,14.714285714285714,63,1967.5,2,40.0,105,0,12,239,2
0.0,19,0.0,0,0,0,2,0,0,0,3,3,1.0,2,13,0,21.5,26,387,6,0,43,124.5,2,0,2,0.0,0,5990.0,1,21.5,26,0,1,374,0
0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.666666666666664,172,162,4,0,174,106.0,3,0,3,0.6666666666666666,1,4917.0,1,59.333333333333336,172,0,2,148,0
0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,17.0,30,3247,2,0,32,101.5,2,0,2,1.0,2,42.0,2,18.0,30,0,2,3242,0
0.0,42,0.0,0,0,0,5,0,0,1,6,6,1.0,5,12,0,56.0,56,2788,0,0,56,402.0,1,0,1,0.0,0,79.0,1,56.0,56,0,7,2788,0
0.0,548,0.0,17,0,0,43,1,0,22,100,82,0.5813953488372093,23,120,0,17.62,441,649,12,11,100,61.54,50,0,32,15.62,550,899.5,8,33.24,550,1,18,3,2
0.0,166,0.0,0,0,0,6,0,0,3,34,34,1.0,2,108,0,20.681818181818183,178,2851,129,5,276,41.77272727272727,22,0,22,8.136363636363637,47,326.8333333333333,6,28.818181818181817,178,0,26,0,0
0.0,96,0.0,0,0,0,9,0,0,1,24,24,1.0,8,16,0,12.666666666666666,131,1332,87,0,134,40.333333333333336,12,0,12,1.5,8,990.5,4,14.166666666666666,131,1,6,279,0
0.0,36,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,170,4129,397,0,174,132.22222222222223,9,0,8,2.6666666666666665,11,3829.0,1,24.666666666666668,170,0,35,556,0
0.0,102,0.0,1,0,0,17,0,0,4,19,18,0.9411764705882353,17,31,0,51.333333333333336,147,2509,258,0,147,29.666666666666668,3,0,3,2.3333333333333335,4,15268.0,1,53.666666666666664,147,0,4,1733,0
0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,5,0,15.0,38,1047,339,1,35,31.666666666666668,3,0,3,3.3333333333333335,8,1758.0,1,18.333333333333332,38,0,1,29,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,20,589,53,0,20,29.5,2,0,2,0.5,1,153.0,1,11.0,20,1,1,482,0
0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,1,4,0,7.181818181818182,23,2427,182,1,8,46.27272727272727,11,0,9,6.454545454545454,39,419.7142857142857,7,13.636363636363637,39,1,3,424,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,164.0,492,701,214,0,490,30.0,3,0,3,0.6666666666666666,1,30.0,3,164.66666666666666,492,0,1,57,0
0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,7,0,9.846153846153847,26,2394,120,0,51,73.38461538461539,13,0,13,5.923076923076923,20,709.0,9,15.76923076923077,40,0,1,828,0
0.0,12,0.0,0,0,0,1,0,0,2,2,2,1.0,1,8,0,58.0,58,224,0,0,58,64.0,1,0,1,0.0,0,4.0,1,58.0,58,0,2,224,0
0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,23793.333333333332,58726,1008,149,0,58851,35.0,3,0,3,4176.333333333333,12346,294.6666666666667,3,27969.666666666668,58726,0,3,561,0
0.0,242,0.0,0,0,0,13,0,2,2,32,32,1.0,12,118,1,22.544117647058822,158,2728,37,15,542,93.76470588235294,68,0,51,14.573529411764707,157,399.05555555555554,18,37.11764705882353,314,2,37,206,2
0.0,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,17.815217391304348,140,2726,29,6,607,79.68478260869566,92,0,86,11.217391304347826,105,448.05,20,29.032608695652176,198,8,5,29,0
0.0,185,0.0,7,0,0,21,0,0,13,33,26,0.6666666666666666,15,50,0,24.0,152,3077,206,2,229,69.5,10,0,10,1.1,4,639.25,4,25.1,152,1,4,1012,0
0.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.125,289,2108,185,0,264,43.5,8,0,8,11.125,63,7974.0,2,55.25,289,0,3,625,0
0.0,62,0.0,3,0,0,10,3,0,4,13,7,0.4,6,28,0,49.666666666666664,147,3356,1118,0,147,53.333333333333336,3,0,2,0.6666666666666666,2,1091.0,2,50.333333333333336,147,0,11,0,0
0.0,26,0.0,0,0,0,1,0,0,5,2,2,1.0,1,3,4,48.3,205,1331,73,1,345,94.3,10,0,8,13.8,59,195.57142857142858,7,62.1,232,1,3,599,0
0.0,33,0.0,2,0,0,5,0,0,3,5,3,0.6,5,5,0,37.5,75,4136,1929,1,75,344.5,2,0,2,0.0,0,802.5,2,37.5,75,0,1,278,0
4.545454545454546,22,0.0,0,1,0,3,0,0,0,3,3,1.0,0,14,0,42.25,151,281,21,1,144,42.5,4,0,3,6.25,17,2174.0,2,48.5,151,0,7,197,0
0.0,61,0.0,7,0,0,9,2,0,7,9,0,0.0,9,9,0,18.166666666666668,59,2622,147,0,72,52.666666666666664,6,0,5,6.166666666666667,33,156.33333333333334,3,24.333333333333332,61,1,2,1738,0
0.0,129,0.0,0,0,0,18,0,0,0,18,18,1.0,0,19,0,639.0,639,1011,0,0,639,14.0,1,0,1,0.0,0,112.0,1,639.0,639,0,207,1011,0
0.0,22,0.0,2,0,0,4,0,0,0,4,2,0.5,4,6,0,2.25,3,550,38,3,1,39.5,4,0,3,2.0,2,648.3333333333334,3,4.25,5,0,3,395,0
0.0,90,0.0,7,0,0,11,0,0,3,16,9,0.36363636363636365,11,13,0,16.0,93,1567,75,3,114,60.25,8,0,8,1.75,11,651.6666666666666,3,17.75,93,1,3,964,0
0.0,21,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,2,3,0,13.235294117647058,62,6723,326,3,70,117.76470588235294,17,0,15,9.117647058823529,44,479.6,5,22.352941176470587,62,0,3,1167,0
0.0,326,0.0,0,0,0,9,0,0,1,49,49,1.0,8,217,0,27.4375,214,2013,77,1,383,70.0,16,0,16,3.5,26,113.57142857142857,7,30.9375,214,0,11,774,2
0.0,51,0.0,2,0,0,5,0,2,0,9,7,0.6,5,16,0,5.541666666666667,70,4169,155,5,-4,56.291666666666664,24,0,21,5.708333333333333,91,1359.4166666666667,12,11.25,91,0,6,438,0
0.0,84,0.0,0,0,0,7,0,0,8,11,11,1.0,4,19,0,87.45454545454545,658,3836,149,9,1212,77.0909090909091,22,0,22,32.36363636363637,489,503.85714285714283,7,119.81818181818181,998,0,2,547,0
0.0,29,0.0,0,0,0,4,1,0,0,7,6,0.75,4,7,0,7.909090909090909,64,4439,28,1,76,116.45454545454545,11,0,10,1.0,5,1398.75,4,8.909090909090908,64,1,1,4121,0
0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,8.428571428571429,18,2446,236,0,16,86.14285714285714,7,0,6,6.142857142857143,14,984.5,2,14.571428571428571,29,0,2,793,0
0.0,24,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,19.375,42,2651,325,2,139,71.75,8,0,7,2.0,12,3328.6666666666665,3,21.375,42,0,1,51,0
0.0,202,0.0,0,0,0,16,0,0,5,41,41,1.0,13,45,0,125.5,249,1419,254,0,249,55.5,2,0,2,1.0,2,475.5,2,126.5,249,0,3,911,0
0.0,36,0.0,0,0,0,2,0,0,0,10,10,1.0,2,19,0,6.428571428571429,26,1159,40,6,81,35.035714285714285,28,0,21,3.5357142857142856,26,2588.0,3,9.964285714285714,26,4,3,12,0
0.0,66,0.0,3,0,0,8,0,0,0,8,5,0.625,8,44,0,17.923076923076923,62,1122,72,1,99,57.84615384615385,13,0,13,10.307692307692308,28,515.25,8,28.23076923076923,62,0,5,186,1
0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,1674.0,1674,965,0,0,1674,108.0,1,0,1,0.0,0,80.0,1,1674.0,1674,0,1,965,0
0.0,36,0.0,1,0,0,3,0,0,3,5,4,0.6666666666666666,3,7,0,27.649867374005304,4786,1858,2,170,6998,46.91379310344828,754,0,367,18.368700265251988,448,334.7313432835821,67,46.01856763925729,4786,17,9,4,0
0.0,768,0.0,6,0,0,36,0,1,19,156,150,0.8333333333333334,16,588,0,69.55113636363636,1598,3281,18,10,1178,98.99431818181819,176,0,130,62.85795454545455,1539,471.72727272727275,11,132.4090909090909,2810,48,64,33,0
0.0,386,0.0,1,0,0,22,0,0,20,67,66,0.9545454545454546,17,191,1,107.42857142857143,544,2184,161,4,596,43.714285714285715,7,0,7,22.285714285714285,72,397.5,4,129.71428571428572,544,0,34,1055,1
0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2105263157894735,30,2286,116,0,36,85.84210526315789,19,0,17,3.3157894736842106,19,995.9090909090909,11,8.526315789473685,30,2,1,74,0
0.0,67,0.0,0,0,0,8,0,0,2,16,16,1.0,3,50,0,5.555555555555555,92,353,1,9,123,38.008230452674894,243,0,98,5.049382716049383,92,1277.5,16,10.604938271604938,92,35,4,8,0
0.0,76,0.0,6,0,0,10,0,0,5,12,6,0.4,9,13,0,19.464285714285715,408,2572,30,10,751,81.13095238095238,84,0,77,10.523809523809524,98,503.1111111111111,18,29.988095238095237,408,6,7,24,0
0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,22.5,45,845,133,0,45,89.0,2,0,2,0.0,0,51.0,1,22.5,45,0,1,579,0
0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,14.0,14,965,0,0,14,108.0,1,0,1,0.0,0,80.0,1,14.0,14,0,1,965,0
0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,8.714285714285714,30,1808,229,0,34,51.714285714285715,7,0,7,3.857142857142857,13,596.3333333333334,3,12.571428571428571,30,2,2,204,0
10.126582278481013,79,1.2658227848101267,0,8,1,7,0,0,1,15,15,1.0,1,53,0,192.0,192,204,0,0,192,79.0,1,0,1,0.0,0,257.0,1,192.0,192,0,24,204,0
0.0,19,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,8.6,57,4443,319,0,55,40.9,10,0,9,3.1,15,1789.5,2,11.7,57,0,2,1247,0
0.0,31,0.0,3,0,0,4,0,0,0,6,3,0.25,2,5,0,7120.6875,81607,2255,46,5,217577,69.52083333333333,48,0,32,2587.8333333333335,28985,665.5,8,9708.520833333334,88369,1,4,22,0
0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.064516129032258,45,5294,83,5,-9,64.12903225806451,31,0,27,6.354838709677419,40,2572.1,10,12.419354838709678,45,0,2,2720,0
0.0,36,0.0,0,0,0,2,1,0,0,7,3,0.5,2,7,0,101.0,1257,6177,313,4,1345,203.125,16,0,16,16.9375,83,402.3333333333333,6,117.9375,1257,1,1,1167,0
0.0,56,0.0,3,0,0,9,0,0,0,15,12,0.6666666666666666,9,25,0,140.30434782608697,1801,1749,70,2,3115,99.73913043478261,23,0,21,4.869565217391305,63,103.38461538461539,13,145.17391304347825,1801,2,3,117,0
0.0,116,0.0,10,0,0,15,0,0,5,23,13,0.3333333333333333,12,16,0,27.413793103448278,549,2260,76,1,624,56.51724137931034,29,0,27,5.896551724137931,41,958.3684210526316,19,33.310344827586206,549,2,8,30,0
0.0,51,0.0,1,0,0,3,0,2,2,9,8,0.6666666666666666,1,19,0,18.545454545454547,133,889,48,2,112,40.0,11,0,7,8.363636363636363,28,463.0,5,26.90909090909091,133,0,5,358,0
0.0,37,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0,114.0,114,1082,2,1,114,18.5,2,0,2,57.0,114,121.0,2,171.0,228,0,1,1077,0
0.0,50,0.0,4,0,0,6,1,0,0,7,1,0.16666666666666666,6,17,0,79.0,79,546,0,0,79,18.0,1,0,1,0.0,0,1.0,1,79.0,79,0,7,546,0
0.0,49,0.0,3,0,0,6,1,1,4,6,2,0.3333333333333333,6,8,3,20.666666666666668,91,1395,137,0,79,49.666666666666664,6,0,6,7.5,18,7246.0,1,28.166666666666668,91,0,1,572,0
0.0,45,0.0,2,0,0,7,0,0,2,7,5,0.7142857142857143,7,21,0,9.2,66,2772,112,0,72,115.6,10,0,10,2.0,10,908.5,2,11.2,66,1,1,1649,0
0.0,127,0.0,0,0,0,2,0,39,4,3,3,1.0,2,15,0,9.6875,51,1351,81,0,124,60.25,16,0,14,1.9375,8,145.66666666666666,9,11.625,51,1,10,44,0
12.5,56,0.0,0,7,0,9,0,0,0,12,12,1.0,9,30,0,17.214285714285715,77,1107,37,3,176,52.964285714285715,28,0,15,10.928571428571429,77,314.64285714285717,14,28.142857142857142,154,1,46,66,0
0.0,80,0.0,9,0,0,11,0,0,6,16,6,0.18181818181818182,10,22,0,11.473684210526315,85,3020,153,1,140,63.68421052631579,19,0,17,4.105263157894737,19,347.0,4,15.578947368421053,85,3,6,110,1
0.0,27,0.0,1,0,0,3,1,1,1,6,3,0.3333333333333333,2,7,0,6.0,36,2461,85,4,66,37.285714285714285,28,0,22,3.642857142857143,18,2450.3333333333335,6,9.642857142857142,36,1,3,80,0
0.0,646,0.0,1,0,0,34,0,0,2,192,191,0.9705882352941176,11,226,0,28.43617021276596,586,5133,52,50,1305,70.12765957446808,94,0,79,14.553191489361701,243,625.7777777777778,9,42.98936170212766,829,9,24,192,1
0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,0,8.0,58,557,34,0,52,49.5,12,0,6,3.6666666666666665,15,365.57142857142856,7,11.666666666666666,58,2,6,149,0
0.0,302,0.0,2,0,0,25,0,1,3,59,57,0.92,11,197,0,18.682926829268293,150,5182,87,7,558,64.6829268292683,41,0,38,5.073170731707317,28,136.55555555555554,9,23.75609756097561,167,1,21,1591,2
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.894736842105263,95,3776,141,2,34,81.89473684210526,19,0,18,5.105263157894737,69,1620.0,9,12.0,95,2,2,1081,0
2.0833333333333335,48,4.166666666666667,0,1,2,6,0,0,1,11,11,1.0,3,22,0,18.166666666666668,98,413,62,2,94,36.5,6,0,5,2.5,8,4159.0,3,20.666666666666668,98,0,7,39,0
0.0,45,0.0,3,0,0,5,1,0,1,10,5,0.2,5,7,0,6.8,35,3499,233,3,61,80.13333333333334,15,0,15,2.7333333333333334,24,164.0,5,9.533333333333333,51,0,4,0,0
0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,7.285714285714286,41,450,7,0,45,70.0,7,0,6,0.8571428571428571,2,82.5,2,8.142857142857142,41,0,7,396,0
0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,107.0,107,1082,2,1,107,18.5,2,0,2,53.5,107,121.0,2,160.5,214,0,1,1077,0
0.0,171,0.5847953216374269,6,0,1,25,0,1,1,39,33,0.76,23,31,0,11.454545454545455,146,2509,99,1,175,47.22727272727273,22,0,20,3.5,40,3996.25,4,14.954545454545455,146,2,16,318,1
0.0,25,0.0,2,0,0,4,0,0,1,4,2,0.5,4,5,0,52.71052631578947,303,223,5,7,1617,39.68421052631579,38,0,18,10.157894736842104,183,1439.6666666666667,3,62.86842105263158,324,4,3,1,0
0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,243.92156862745097,51,5112.509803921569,67986,5,2,52,0
0.0,279,0.0,3,0,0,28,0,3,10,49,46,0.8928571428571429,14,54,0,25.73170731707317,347,3889,89,6,353,58.46341463414634,41,0,30,17.121951219512194,343,166.83333333333334,6,42.853658536585364,686,0,30,209,2
0.0,85,0.0,3,0,0,9,3,0,7,13,7,0.3333333333333333,8,27,0,119.0,119,1843,0,0,119,75.0,1,0,1,0.0,0,57.0,1,119.0,119,0,15,1843,0
0.0,34,0.0,0,0,0,6,0,0,2,7,7,1.0,3,8,0,7.95,67,3681,183,1,85,46.95,20,0,19,3.7,12,1823.111111111111,9,11.65,67,1,5,2,0
0.0,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.821428571428571,72,1446,25,1,443,101.07142857142857,56,0,53,1.9107142857142858,36,596.4074074074074,27,11.732142857142858,83,1,4,28,0
0.0,143,0.0,17,0,0,18,0,0,16,22,5,0.05555555555555555,17,42,0,64.9090909090909,178,912,75,1,168,41.72727272727273,11,0,9,49.63636363636363,178,154.16666666666666,6,114.54545454545455,333,1,4,87,0
0.0,93,0.0,4,0,0,17,0,0,0,17,13,0.7647058823529411,17,17,0,20.285714285714285,98,622,72,4,123,79.14285714285714,7,0,7,2.7142857142857144,12,109.66666666666667,6,23.0,98,0,5,118,0
0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,21,1331,70,1,21,121.5,2,0,2,0.0,0,1174.5,2,10.5,21,0,1,1190,0
0.0,22,0.0,2,0,0,4,2,0,1,4,0,0.0,4,4,0,42.0,42,2826,0,0,42,35.0,1,0,1,0.0,0,213.0,1,42.0,42,0,1,2826,0
0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,7.7894736842105265,36,1427,39,1,72,44.473684210526315,19,0,18,4.0,11,136.77777777777777,9,11.789473684210526,40,0,1,670,0
0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,20.5,40,2485,1238,0,40,42.0,2,0,2,0.5,1,384.5,2,21.0,40,0,1,9,0
0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,5.35,16,4330,216,3,52,64.75,20,0,19,2.75,9,2611.6666666666665,9,8.1,18,0,6,5,0
0.0,129,0.0,0,0,0,12,0,7,1,21,21,1.0,10,28,1,25.583333333333332,164,386,18,2,220,42.166666666666664,12,0,7,7.25,36,1274.8,5,32.833333333333336,164,0,9,170,1
0.0,105,0.0,1,0,0,9,1,0,6,13,11,0.7777777777777778,3,39,0,20.714285714285715,138,1332,168,0,138,31.857142857142858,7,0,7,1.0,2,990.5,4,21.714285714285715,138,0,2,150,0
0.0,21,0.0,0,0,0,1,0,0,1,1,1,1.0,1,13,0,16.714285714285715,38,722,56,0,75,73.57142857142857,7,0,7,6.0,17,88.0,3,22.714285714285715,38,1,3,327,0
