SampleId,SampleType,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange
5822952,CLASS,31.5,55,2243,188,0,56,169.5,2,0,2,3.5,7,1714.0,1,35.0,55,0,4,1867
5175864,CLASS,9.461538461538462,72,1201,85,0,21,75.6923076923077,13,0,10,7.846153846153846,74,94.85714285714286,7,17.307692307692307,74,0,8,94
3923939,CLASS,1167.3968253968253,23318,2726,42,4,45465,82.88888888888889,63,0,57,445.73015873015873,4146,578.6,15,1613.126984126984,23318,2,23,22
4453800,CLASS,6.636363636363637,31,2308,103,3,89,128.04545454545453,22,0,18,2.590909090909091,11,98.5,12,9.227272727272727,39,1,8,23
6571855,CLASS,30.77777777777778,235,3989,188,3,255,62.888888888888886,9,0,9,2.4444444444444446,8,1245.25,4,33.22222222222222,235,0,6,2291
9095266,CLASS,6.596774193548387,83,1878,28,12,109,53.45161290322581,62,0,54,4.838709677419355,65,1564.1666666666667,6,11.435483870967742,101,3,4,96
5330785,CLASS,94.0,172,389,0,1,188,130.0,2,0,1,0.0,0,288.0,1,94.0,172,0,1,389
6266289,CLASS,22.41176470588235,128,577,9,9,165,47.529411764705884,17,0,13,12.705882352941176,51,188.33333333333334,3,35.11764705882353,134,0,1,413
8217946,CLASS,1906.6666666666667,4770,996,61,0,4872,79.66666666666667,3,0,3,282.6666666666667,523,42.5,2,2189.3333333333335,4770,0,1,813
8491397,CLASS,5.963636363636364,83,3143,49,15,45,88.92727272727272,55,0,47,5.1454545454545455,119,406.44444444444446,27,11.10909090909091,119,6,47,424
7538561,CLASS,8.692307692307692,49,4409,339,1,50,96.76923076923077,13,0,13,4.846153846153846,52,161.6,5,13.538461538461538,101,0,1,2
9483193,CLASS,5.714285714285714,23,2774,96,1,36,131.57142857142858,7,0,7,0.5714285714285714,2,1240.0,3,6.285714285714286,23,0,3,2096
5058759,CLASS,5.357142857142857,31,3236,137,1,59,77.71428571428571,14,0,13,1.1428571428571428,6,1437.5,2,6.5,31,1,3,1313
9102911,CLASS,7.243243243243243,63,1878,41,2,81,63.62162162162162,37,0,31,5.054054054054054,66,1671.6666666666667,6,12.297297297297296,69,1,2,340
7633445,CLASS,39.968503937007874,830,5313,41,51,1760,102.54330708661418,127,0,109,26.11023622047244,801,1123.5,4,66.07874015748031,1631,20,1,9
7689561,CLASS,92.0,92,716,0,0,92,16.0,1,0,1,0.0,0,763.0,1,92.0,92,0,1,716
4928800,CLASS,33.333333333333336,98,542,16,2,97,78.0,3,0,3,1.0,3,4629.0,1,34.333333333333336,98,0,5,494
4191189,CLASS,7.9,36,4443,249,0,65,63.5,10,0,9,1.4,6,1789.5,2,9.3,36,0,3,1951
4199164,CLASS,26.612244897959183,299,4443,89,2,373,69.42857142857143,49,0,34,19.0,293,564.3636363636364,11,45.61224489795919,586,9,22,71
6685037,CLASS,17.823529411764707,374,5091,147,4,476,74.3529411764706,34,0,33,3.823529411764706,97,1501.5,6,21.647058823529413,374,0,5,78
8044367,CLASS,1245.75,4230,1010,100,0,4160,46.0,4,0,4,205.75,795,832.0,2,1451.5,4230,0,1,609
4281055,CLASS,20.714285714285715,119,1969,280,0,128,56.714285714285715,7,0,7,2.4285714285714284,8,159.66666666666666,3,23.142857142857142,119,0,2,9
7561940,CLASS,9.272727272727273,76,3802,345,1,89,79.18181818181819,11,0,10,1.1818181818181819,4,1536.857142857143,7,10.454545454545455,76,0,6,2
7356691,CLASS,171.0,171,1082,2,1,171,18.5,2,0,2,85.5,171,121.0,2,256.5,342,0,3,1077
4394144,CLASS,53.5,107,569,84,0,107,56.0,2,0,2,0.0,0,1275.5,2,53.5,107,0,27,400
3779095,CLASS,13654.666666666666,28951,1013,108,0,60012,23.166666666666668,6,0,6,3652.6666666666665,9143,27.75,4,17307.333333333332,36890,0,3,364
5802620,CLASS,39.4025974025974,1120,4349,37,1,1263,113.51948051948052,77,0,71,23.0,270,375.8888888888889,9,62.4025974025974,1120,2,1,1445
4455297,CLASS,3077.6428571428573,29374,2012,71,4,46909,124.78571428571429,28,0,25,1402.3214285714287,17693,88.625,16,4479.964285714285,47067,2,50,19
5819659,CLASS,77.18181818181819,382,2288,22,2,450,131.9090909090909,11,0,11,36.27272727272727,349,401.5,2,113.45454545454545,712,0,2,2043
8728960,CLASS,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,2,700
7992251,CLASS,1382.0,1382,1011,0,0,1382,14.0,1,0,1,0.0,0,112.0,1,1382.0,1382,0,1,1011
5461682,CLASS,20.6,53,929,171,0,65,63.8,5,0,5,7.6,22,500.0,4,28.2,53,0,1,70
8232375,CLASS,12.038461538461538,67,5511,75,4,41,71.42307692307692,26,0,23,10.461538461538462,50,914.25,8,22.5,67,3,1,3536
4131952,CLASS,71.17647058823529,882,1588,78,1,1146,54.1764705882353,17,0,17,3.764705882352941,39,532.0,2,74.94117647058823,882,0,92,255
8346167,CLASS,41.0,82,3027,1495,1,82,51.0,2,0,2,0.0,0,2682.5,2,41.0,82,0,1,37
5491608,CLASS,29.0,80,2527,420,0,85,118.66666666666667,3,0,3,0.6666666666666666,2,1341.5,2,29.666666666666668,80,0,2,1265
8190652,CLASS,27.307692307692307,178,5609,425,4,111,89.53846153846153,13,0,12,18.76923076923077,74,275.14285714285717,7,46.07692307692308,178,0,3,84
8043430,CLASS,11.833333333333334,65,1332,175,0,65,34.333333333333336,6,0,6,1.0,2,990.5,4,12.833333333333334,65,0,6,279
9079412,CLASS,11.8,85,4819,462,7,101,41.2,10,0,10,1.7,3,1063.0,5,13.5,85,0,3,199
6522676,CLASS,18.428571428571427,105,668,91,2,103,50.142857142857146,7,0,7,3.7142857142857144,15,184.83333333333334,6,22.142857142857142,105,0,7,25
4865733,CLASS,11.857142857142858,63,172,17,0,67,48.0,7,0,6,2.2857142857142856,11,228.33333333333334,3,14.142857142857142,63,0,6,53
5689800,CLASS,6.9411764705882355,33,4604,241,3,74,116.6470588235294,17,0,14,2.588235294117647,8,713.0,5,9.529411764705882,33,0,5,506
6541577,CLASS,79.0,79,546,0,0,79,18.0,1,0,1,0.0,0,1.0,1,79.0,79,0,6,546
4240751,CLASS,12.6,135,3647,99,4,161,59.9,20,0,17,4.55,60,161.75,4,17.15,135,0,18,1656
6279768,CLASS,485.0,485,129,0,0,485,23.0,1,0,1,0.0,0,279.0,1,485.0,485,0,21,129
6334421,CLASS,18.953125,471,889,13,21,639,45.5625,64,0,38,8.96875,71,388.7,10,27.921875,471,6,33,18
8808076,CLASS,1535.0,5898,1508,31,0,16486,59.55,20,0,15,710.7,5516,361.14285714285717,7,2245.7,9955,0,2,874
9249010,CLASS,10.666666666666666,56,4129,595,1,57,110.83333333333333,6,0,6,1.1666666666666667,6,3829.0,1,11.833333333333334,56,0,1,556
4665122,CLASS,140.0,234,819,363,0,252,48.5,2,0,2,14.0,28,1406.0,2,154.0,234,1,32,92
9366675,CLASS,41.875,289,2487,241,1,323,137.75,8,0,8,1.5,8,3829.0,1,43.375,289,0,2,556
5818363,CLASS,9.468354430379748,71,2019,10,13,171,102.9113924050633,79,0,58,7.30379746835443,172,2876.8,5,16.772151898734176,185,4,3,1209
8913163,CLASS,8.142857142857142,30,3853,489,2,51,98.57142857142857,7,0,7,0.8571428571428571,3,604.6666666666666,6,9.0,30,0,5,427
8561476,CLASS,45.794392523364486,696,2489,21,14,1735,76.99065420560747,107,0,92,29.57943925233645,437,953.7307692307693,26,75.37383177570094,979,3,4,136
6255385,CLASS,12.8,62,1149,71,1,62,39.8,5,0,4,0.4,2,286.6666666666667,3,13.2,62,0,4,793
8209082,CLASS,15.5,30,828,199,0,30,50.5,2,0,2,0.5,1,655.0,2,16.0,30,0,1,430
4757087,CLASS,1.6666666666666667,4,617,6,0,0,68.0,3,0,2,1.6666666666666667,4,220.0,2,3.3333333333333335,8,0,7,599
7323687,CLASS,48.0,48,1082,2,1,48,18.5,2,0,2,24.0,48,121.0,2,72.0,96,0,1,1077
7736145,CLASS,27.272727272727273,262,793,34,4,141,63.0,22,0,18,20.863636363636363,387,903.8888888888889,9,48.13636363636363,387,3,38,45
7886445,CLASS,31.06,501,1137,18,2,535,59.98,50,0,47,20.36,198,448.0,6,51.42,501,0,5,201
9322007,CLASS,8.166666666666666,42,4129,595,0,42,121.0,6,0,6,1.1666666666666667,6,3829.0,1,9.333333333333334,42,0,1,556
7680525,CLASS,58.0,58,211,0,0,58,25.0,1,0,1,0.0,0,13.0,1,58.0,58,0,1,211
7216175,CLASS,7.666666666666667,54,2323,236,1,0,59.22222222222222,9,0,8,7.666666666666667,55,490.0,2,15.333333333333334,55,1,3,196
8727011,CLASS,11.25,70,4417,525,4,72,57.125,8,0,7,2.25,7,1520.5,4,13.5,70,0,4,213
6268790,CLASS,31.5,158,2912,464,2,147,51.833333333333336,6,0,5,7.0,20,988.8,5,38.5,158,0,13,127
8539645,CLASS,5.0,18,3064,220,2,22,69.41666666666667,12,0,12,3.1666666666666665,18,491.4,10,8.166666666666666,30,3,1,424
3763661,CLASS,63.8,221,704,120,0,272,24.0,5,0,5,9.4,35,7.333333333333333,3,73.2,221,0,4,103
5735198,CLASS,18.454545454545453,249,2629,41,15,311,93.05454545454545,55,0,53,12.8,195,354.1666666666667,12,31.254545454545454,398,4,15,365
6612013,CLASS,28.3,132,1264,90,0,129,40.5,10,0,9,15.4,91,392.0,3,43.7,189,3,2,360
9483823,CLASS,84.66666666666667,314,401,60,1,407,67.16666666666667,6,0,6,16.833333333333332,89,1151.0,3,101.5,314,0,5,39
5937629,CLASS,69.0,175,2286,193,0,175,50.0,3,0,3,10.666666666666666,26,2701.0,3,79.66666666666667,175,0,3,1706
6879905,CLASS,87.46153846153847,848,1723,114,1,1021,152.53846153846155,13,0,13,8.923076923076923,92,793.0,1,96.38461538461539,848,1,5,230
7613495,CLASS,29.51851851851852,177,4489,165,7,194,95.0,27,0,24,22.333333333333332,183,1085.75,4,51.851851851851855,360,3,13,9
5663777,CLASS,7.0,18,2506,105,0,43,120.41176470588235,17,0,17,4.470588235294118,12,2573.5,2,11.470588235294118,29,0,3,711
4657705,CLASS,300.0,979,16,2,0,1152,88.75,4,0,4,12.0,38,158.5,2,312.0,979,1,3,7
4916648,CLASS,19.054054054054053,92,5878,131,13,88,53.5945945945946,37,0,34,16.675675675675677,106,2132.285714285714,7,35.729729729729726,198,1,6,1008
5681626,CLASS,42.57142857142857,280,1650,31,2,285,147.0,7,0,6,1.8571428571428572,10,491.25,4,44.42857142857143,280,0,22,1432
5075417,CLASS,28.375,157,2509,231,1,169,42.375,8,0,8,7.25,18,15268.0,1,35.625,157,0,7,657
7539523,CLASS,9.666666666666666,29,1818,134,0,29,13.666666666666666,3,0,3,0.0,0,57.0,3,9.666666666666666,29,0,1,1414
4816540,CLASS,74.0,190,98,25,0,207,81.33333333333333,3,0,3,5.0,14,242.5,2,79.0,190,0,10,21
7179618,CLASS,7.7727272727272725,126,4509,101,16,84,52.70454545454545,44,0,28,5.863636363636363,37,211.84615384615384,13,13.636363636363637,126,3,10,47
8746908,CLASS,7.8,19,1101,71,0,37,139.4,5,0,4,0.4,2,1206.0,3,8.2,19,0,2,745
3885890,CLASS,7120.6875,81607,2255,46,5,217577,69.52083333333333,48,0,32,2587.8333333333335,28985,665.5,8,9708.520833333334,88369,1,6,22
7446209,CLASS,9.6,43,612,122,0,44,40.2,5,0,4,0.8,1,468.0,4,10.4,43,0,3,0
4277815,CLASS,10.0,43,4026,58,1,46,64.83333333333333,6,0,5,2.3333333333333335,13,520.0,2,12.333333333333334,43,0,1,3673
8314569,CLASS,67.0,67,520,0,0,67,37.0,1,0,1,0.0,0,41.0,1,67.0,67,1,13,520
6800764,CLASS,122.0,1754,2870,134,4,2283,95.75,20,0,17,7.85,48,380.875,8,129.85,1754,0,4,176
6983575,CLASS,6.333333333333333,28,641,13,2,49,69.70370370370371,27,0,6,4.518518518518518,21,374.0,6,10.851851851851851,32,5,5,278
9248213,CLASS,23.0327868852459,1296,4129,30,7,2187,160.36065573770492,122,0,114,5.10655737704918,49,3829.0,1,28.139344262295083,1296,6,2,378
7332291,CLASS,22.0,22,1082,2,1,22,18.5,2,0,2,11.0,22,121.0,2,33.0,44,0,1,1077
5015205,CLASS,12.4,98,4010,335,1,83,61.8,10,0,10,4.1,11,2129.6666666666665,3,16.5,98,1,2,656
7351641,CLASS,36.0,89,2484,5,0,125,39.75,4,0,4,4.75,11,77.0,1,40.75,89,0,3,2462
8435719,CLASS,19.333333333333332,56,940,311,0,56,69.33333333333333,3,0,3,0.6666666666666666,1,8739.0,2,20.0,56,0,2,5
3977344,CLASS,6.714285714285714,18,2539,249,0,20,70.71428571428571,7,0,6,3.857142857142857,14,984.5,2,10.571428571428571,29,0,3,793
5115838,CLASS,197.90196078431373,2119,3305,46,12,3962,77.0,51,0,44,120.2156862745098,2074,2064.5,2,318.11764705882354,4148,0,379,933
4556348,CLASS,20.324324324324323,242,3279,68,12,306,150.51351351351352,37,0,30,12.054054054054054,83,997.6666666666666,3,32.37837837837838,242,5,9,735
7182108,CLASS,38.375,288,504,57,1,281,50.125,8,0,7,3.25,14,389.0,2,41.625,288,0,38,47
5884181,CLASS,45.76923076923077,239,2464,50,7,390,58.0,26,0,17,30.76923076923077,219,521.5,8,76.53846153846153,447,0,8,1148
9348514,CLASS,107.55,2008,4129,197,2,2032,133.4,20,0,20,5.95,35,3829.0,1,113.5,2008,0,88,171
6450144,CLASS,30.0,89,556,33,0,89,41.333333333333336,3,0,3,0.3333333333333333,1,1161.0,3,30.333333333333332,89,0,1,456
7570873,CLASS,21.727272727272727,213,3803,345,0,216,59.72727272727273,11,0,9,2.090909090909091,6,1786.6666666666667,6,23.818181818181817,213,0,10,2
3904181,CLASS,23.055555555555557,102,6785,122,1,158,60.44444444444444,18,0,18,14.277777777777779,93,1640.142857142857,7,37.333333333333336,186,0,15,4583
5218642,CLASS,15.3125,115,3404,157,3,195,77.625,16,0,12,3.125,15,475.0,7,18.4375,115,3,14,890
5944359,CLASS,21.59259259259259,274,2515,89,0,340,71.18518518518519,27,0,23,9.0,133,1312.7142857142858,7,30.59259259259259,274,0,5,104
3937045,CLASS,45.714285714285715,124,3304,416,1,84,48.857142857142854,7,0,6,33.714285714285715,162,1302.25,4,79.42857142857143,256,1,6,390
8165591,CLASS,19.372549019607842,176,4841,44,32,817,125.93137254901961,102,0,89,11.362745098039216,168,732.5714285714286,14,30.735294117647058,344,3,24,351
8272324,CLASS,13.0,13,965,0,0,13,108.0,1,0,1,0.0,0,80.0,1,13.0,13,0,1,965
8669663,CLASS,56.0,56,114,0,0,56,32.0,1,0,1,0.0,0,29.0,1,56.0,56,0,4,114
5186444,CLASS,189.0,189,127,0,0,189,126.0,1,0,1,0.0,0,118.0,1,189.0,189,0,17,127
7446885,CLASS,29.68421052631579,183,592,31,2,328,53.63157894736842,19,0,16,12.421052631578947,131,202.25,4,42.10526315789474,308,2,52,0
3705164,CLASS,27.75,102,1641,367,1,105,20.75,4,0,4,1.5,3,63.0,2,29.25,102,0,1,173
3721456,CLASS,950.0,950,238,0,0,950,9.0,1,0,1,0.0,0,482.0,1,950.0,950,0,9,238
5269525,CLASS,9.142857142857142,70,2967,158,0,88,85.57142857142857,14,0,12,2.857142857142857,18,482.3333333333333,3,12.0,70,1,2,747
6611503,CLASS,597.0,597,632,0,0,597,20.0,1,0,1,0.0,0,97.0,1,597.0,597,0,30,632
6387077,CLASS,29.0,110,3566,671,5,113,67.2,5,0,5,6.4,19,773.3333333333334,3,35.4,110,0,2,208
4640509,CLASS,9122.0,9122,1,0,0,9122,98.0,1,0,1,0.0,0,140.0,1,9122.0,9122,0,5,1
4431383,CLASS,9.0,38,955,75,1,38,50.666666666666664,6,0,6,2.6666666666666665,10,76.83333333333333,6,11.666666666666666,38,0,5,500
6696822,CLASS,16.75,68,5244,322,1,169,52.5,16,0,16,6.1875,37,1565.6,5,22.9375,68,0,3,78
7185320,CLASS,11.272727272727273,39,823,74,0,77,32.45454545454545,11,0,11,4.2727272727272725,19,13.0,7,15.545454545454545,39,0,3,7
8761840,CLASS,105.5,208,1076,107,1,212,78.75,4,0,4,52.5,208,1052.0,4,158.0,416,0,2,646
4260510,CLASS,30.2,155,1404,12,2,356,64.45,20,0,12,12.4,44,271.0,2,42.6,167,2,2,1164
5515917,CLASS,24.0,119,1426,81,2,120,69.5,6,0,6,4.0,13,96.25,4,28.0,119,0,11,936
8497585,CLASS,19.11111111111111,134,2118,188,0,130,58.333333333333336,9,0,9,4.666666666666667,22,112.625,8,23.77777777777778,134,0,17,424
8510347,CLASS,18.6,83,1414,263,1,87,80.0,5,0,5,1.2,5,81.5,4,19.8,83,1,4,96
5996376,CLASS,28.2,79,71,10,0,79,33.0,5,0,4,12.4,56,200.5,2,40.6,112,0,5,19
5299892,CLASS,79.0,79,599,0,0,79,29.0,1,0,1,0.0,0,169.0,1,79.0,79,0,1,599
7129689,CLASS,23.0,37,2152,699,0,50,58.333333333333336,3,0,3,6.333333333333333,19,127.0,3,29.333333333333332,37,0,2,55
9158644,CLASS,17.0,97,4336,433,2,111,2607.8,10,0,9,5.9,14,998.6666666666666,3,22.9,97,1,2,5
6815544,CLASS,21.13888888888889,307,1796,49,3,395,77.16666666666667,36,0,25,10.166666666666666,68,372.5,10,31.305555555555557,307,0,14,8
4115525,CLASS,19.166666666666668,151,1655,44,4,295,75.88888888888889,18,0,14,2.7777777777777777,21,1094.0,9,21.944444444444443,151,1,9,862
6621005,CLASS,37.0,178,1248,113,0,178,58.63636363636363,11,0,10,20.818181818181817,178,84.66666666666667,3,57.81818181818182,356,0,12,4
4620157,CLASS,19.232876712328768,138,2700,35,17,1048,72.6027397260274,73,0,60,4.876712328767123,59,2126.4285714285716,7,24.10958904109589,145,14,80,99
6406137,CLASS,9.307692307692308,72,3753,272,9,77,68.15384615384616,13,0,12,3.3846153846153846,20,633.4,5,12.692307692307692,72,0,6,208
6214208,CLASS,45.8,110,526,58,1,221,43.4,5,0,5,1.6,4,172.5,2,47.4,110,0,1,233
7784313,CLASS,6.576923076923077,45,5294,164,3,-2,64.42307692307692,26,0,22,6.653846153846154,35,2395.222222222222,9,13.23076923076923,45,0,2,1005
5912760,CLASS,22.571428571428573,74,5079,331,0,81,55.0,7,0,7,11.0,51,582.0,3,33.57142857142857,74,0,1,2757
8187132,CLASS,18.75,74,4174,828,2,74,75.25,4,0,4,0.25,1,994.6666666666666,3,19.0,74,1,1,862
5823351,CLASS,32.357142857142854,419,2929,144,2,388,63.714285714285715,14,0,11,4.642857142857143,44,890.0,2,37.0,419,1,23,908
8186875,CLASS,25.0,89,2086,139,1,66,79.75,4,0,4,8.5,33,920.6666666666666,3,33.5,89,1,3,1530
6266636,CLASS,11.772727272727273,86,3461,139,2,154,44.22727272727273,22,0,20,4.7727272727272725,49,577.9,10,16.545454545454547,89,0,8,384
5537428,CLASS,15.11111111111111,73,5460,536,1,88,88.11111111111111,9,0,8,5.333333333333333,13,754.6666666666666,6,20.444444444444443,73,1,3,630
5182713,CLASS,35.72727272727273,282,824,65,0,328,47.63636363636363,11,0,9,5.909090909090909,16,414.8333333333333,6,41.63636363636363,282,4,22,102
5593588,CLASS,79.16666666666667,444,189,15,1,465,61.333333333333336,6,0,6,1.6666666666666667,7,581.5,2,80.83333333333333,444,0,3,96
6638995,CLASS,40.666666666666664,189,1456,164,0,243,24.5,6,0,6,0.16666666666666666,1,33.6,5,40.833333333333336,189,0,18,470
5499685,CLASS,8.928571428571429,29,801,17,1,39,29.857142857142858,14,0,12,6.142857142857143,19,36.166666666666664,6,15.071428571428571,43,0,1,560
6678026,CLASS,34.25,128,3872,948,1,131,49.5,4,0,4,1.5,3,394.75,4,35.75,128,0,7,78
8154467,CLASS,12.508771929824562,75,6807,74,13,41,122.52631578947368,57,0,33,11.789473684210526,150,1052.0,8,24.29824561403509,150,1,1,2546
5769222,CLASS,11.606060606060606,52,3240,95,5,132,53.78787878787879,33,0,33,7.606060606060606,52,1821.8,5,19.21212121212121,104,3,8,96
4458068,CLASS,90.66666666666667,255,771,188,1,256,45.0,3,0,3,5.333333333333333,15,65.33333333333333,3,96.0,255,0,7,207
5042781,CLASS,7.6923076923076925,31,1816,31,0,38,51.0,13,0,8,4.769230769230769,34,344.5,2,12.461538461538462,62,0,2,1404
8609582,CLASS,37.6,177,430,62,4,168,57.8,5,0,5,4.0,8,114.2,5,41.6,177,0,9,118
8516029,CLASS,34.0,102,2536,192,0,147,72.18181818181819,11,0,9,20.636363636363637,102,332.0,7,54.63636363636363,204,0,4,424
6176170,CLASS,53.0,53,176,0,0,53,60.0,1,0,1,0.0,0,260.0,1,53.0,53,0,1,176
4473448,CLASS,90.55102040816327,1089,2240,32,5,1065,103.6734693877551,49,0,38,68.81632653061224,1083,228.25,8,159.3673469387755,2172,2,1,638
6983516,CLASS,12.871794871794872,68,641,11,3,234,56.256410256410255,39,0,6,6.871794871794871,41,336.0,7,19.743589743589745,98,3,15,200
6157639,CLASS,36.666666666666664,105,2893,865,0,108,31.666666666666668,3,0,3,0.6666666666666666,2,421.5,2,37.333333333333336,105,0,1,297
6481321,CLASS,40.15714285714286,760,2189,30,29,1509,66.95714285714286,70,0,60,18.6,509,32.63636363636363,22,58.75714285714286,1269,4,3,41
5470060,CLASS,86.125,453,1267,97,0,506,85.875,8,0,8,22.875,96,1279.25,4,109.0,453,1,20,489
4368201,CLASS,38.166666666666664,200,3985,536,0,199,66.83333333333333,6,0,6,5.0,19,5267.5,2,43.166666666666664,200,0,4,766
4283097,CLASS,20.84,112,2681,57,2,341,70.24,25,0,24,7.2,59,137.85714285714286,7,28.04,114,1,6,1251
8791150,CLASS,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,3,700
5406665,CLASS,39.0,67,85,29,0,51,41.0,2,0,2,13.5,27,794.0,1,52.5,67,0,4,26
4624680,CLASS,47.5,89,51,8,0,95,53.0,2,0,2,0.0,0,1526.5,2,47.5,89,0,2,35
3850165,CLASS,17.571428571428573,46,4578,81,2,46,50.57142857142857,7,0,6,11.0,46,1263.0,1,28.571428571428573,92,1,1,4006
5322883,CLASS,30.555555555555557,120,3173,199,2,127,88.33333333333333,9,0,9,16.444444444444443,120,1224.2,5,47.0,240,1,4,1380
5972837,CLASS,9.625,34,2509,72,2,179,55.625,24,0,22,2.1666666666666665,11,1168.6,5,11.791666666666666,36,0,4,765
8850427,CLASS,4805.04128440367,39519,1867,8,23,292035,49.11009174311926,218,0,156,3465.4311926605506,32316,356.07142857142856,14,8270.47247706422,58435,1,8,1
7465296,CLASS,20.272727272727273,559,1185,25,13,584,43.45454545454545,44,0,35,7.0,65,962.9090909090909,11,27.272727272727273,559,2,5,52
5865964,CLASS,7.5,21,6279,388,1,40,85.5,8,0,8,2.5,14,321.75,4,10.0,29,0,1,3171
7201055,CLASS,10.090909090909092,51,823,68,0,72,32.45454545454545,11,0,11,3.5454545454545454,20,14.0,7,13.636363636363637,51,0,3,68
8183289,CLASS,16.666666666666668,45,4798,144,1,46,177.66666666666666,6,0,6,9.0,45,631.6666666666666,3,25.666666666666668,90,0,2,3929
6857065,CLASS,35.0,103,1135,224,0,103,56.0,3,0,3,0.6666666666666666,1,17.0,2,35.666666666666664,103,2,2,463
7007225,CLASS,18.0,124,1115,60,1,153,58.0,10,0,9,2.7,14,187.0,6,20.7,124,0,4,513
5439112,CLASS,11.944444444444445,73,3921,200,3,152,76.27777777777777,18,0,15,3.5,13,933.6,5,15.444444444444445,74,0,14,319
6210636,CLASS,22.727272727272727,82,730,45,1,75,40.36363636363637,11,0,9,15.909090909090908,70,185.4,5,38.63636363636363,131,2,3,233
5562678,CLASS,14.24561403508772,264,4083,70,25,437,166.6315789473684,57,0,39,6.578947368421052,89,666.2222222222222,9,20.82456140350877,264,6,63,55
8146289,CLASS,89.0,89,1882,0,0,89,40.0,1,0,1,0.0,0,11.0,1,89.0,89,0,3,1882
6086287,CLASS,60.0,60,431,0,0,60,18.0,1,0,1,0.0,0,1.0,1,60.0,60,0,3,431
7000207,CLASS,11.666666666666666,66,1848,171,2,73,44.55555555555556,9,0,8,3.5555555555555554,10,382.0,2,15.222222222222221,66,1,2,308
5893758,CLASS,22.875,128,3374,316,0,159,43.5,8,0,8,3.0,10,167.25,4,25.875,128,2,6,844
7325587,CLASS,46.0,46,1082,2,1,46,18.5,2,0,2,23.0,46,121.0,2,69.0,92,0,1,1077
5520288,CLASS,77.15,537,1459,62,6,715,56.4,20,0,19,41.4,405,154.3,10,118.55,857,0,2,219
5985338,CLASS,16.142857142857142,101,154,15,0,100,46.857142857142854,7,0,7,1.8571428571428572,7,273.75,4,18.0,101,0,12,44
9205838,CLASS,10.0,34,5143,124,2,54,46.61538461538461,13,0,11,5.846153846153846,17,1526.75,4,15.846153846153847,34,0,2,3531
9443834,CLASS,175.66666666666666,1040,4129,595,2,1046,114.33333333333333,6,0,6,1.3333333333333333,6,3829.0,1,177.0,1040,0,1,556
5475426,CLASS,22.514285714285716,162,4552,115,3,170,80.91428571428571,35,0,34,17.65714285714286,120,674.0833333333334,12,40.17142857142857,192,10,4,505
7548967,CLASS,28.384615384615383,270,1355,104,4,321,38.23076923076923,13,0,12,3.6923076923076925,14,1120.3333333333333,3,32.07692307692308,270,1,3,1
3974401,CLASS,15.0,35,1295,194,0,28,44.5,4,0,3,8.0,16,312.5,2,23.0,35,0,4,518
7677023,CLASS,41.285714285714285,177,1006,66,0,260,47.142857142857146,7,0,7,4.142857142857143,10,153.0,3,45.42857142857143,177,0,11,539
4471459,CLASS,31.4375,250,2061,54,5,478,92.40625,32,0,25,16.5,138,118.42857142857143,14,47.9375,267,0,3,317
4923223,CLASS,9.9,37,3794,142,4,45,59.8,20,0,16,7.65,32,479.1666666666667,6,17.55,50,0,1,946
4246666,CLASS,28.0,159,6139,294,0,109,191.2,15,0,14,20.733333333333334,108,232.33333333333334,6,48.733333333333334,219,2,2,1722
4367124,CLASS,25.0,67,3985,1181,0,69,48.0,3,0,3,2.0,6,5267.5,2,27.0,67,0,6,442
4285911,CLASS,26.0,97,2269,170,2,95,82.0,4,0,4,2.25,6,242.5,2,28.25,97,0,4,1587
