SampleId,SampleType,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations
7258651,CLASS,0.0,80,0.0,1,0,0,7,0,0,0,14,13,0.8571428571428571,4,43,0
5399317,CLASS,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012308,CLASS,0.0,31,0.0,1,0,0,2,1,0,1,2,0,0.0,2,8,0
4516585,CLASS,0.0,48,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,4,20,0
7227811,CLASS,0.0,56,0.0,1,0,0,7,0,0,0,11,10,0.8571428571428571,7,9,0
7911455,CLASS,0.0,14,0.0,0,0,0,2,0,1,0,2,2,1.0,2,4,0
5495116,CLASS,0.0,258,0.0,14,0,0,32,4,1,7,44,26,0.4375,32,60,0
6546019,CLASS,0.0,20,0.0,0,0,0,9,0,0,0,9,9,1.0,0,9,0
8620569,CLASS,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,0,7,0
4727936,CLASS,0.0,110,0.0,2,0,0,8,0,0,4,18,16,0.75,4,53,0
5327459,CLASS,0.0,14,0.0,0,0,0,1,0,0,1,2,2,1.0,1,11,0
4977189,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0
8658785,CLASS,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0
4238437,CLASS,0.0,9,0.0,0,0,0,1,0,0,0,3,3,1.0,1,15,0
8142421,CLASS,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0
6974414,CLASS,0.0,68,0.0,6,0,0,7,0,0,2,7,1,0.14285714285714285,0,10,0
7738164,CLASS,0.0,69,0.0,5,0,0,9,1,0,3,10,4,0.3333333333333333,9,30,0
3963239,CLASS,0.0,46,0.0,1,0,0,7,1,1,0,9,7,0.7142857142857143,7,9,1
7655847,CLASS,0.0,108,0.0,4,0,0,14,0,0,2,15,11,0.7142857142857143,4,33,0
8410032,CLASS,0.0,20,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0
5052657,CLASS,7.142857142857143,14,0.0,0,1,0,1,0,0,0,2,2,1.0,0,4,0
7452135,CLASS,0.0,34,0.0,0,0,0,2,0,0,4,4,4,1.0,1,18,0
8031559,CLASS,0.0,62,0.0,1,0,0,2,0,0,0,15,14,0.5,2,43,0
8316315,CLASS,0.0,19,0.0,0,0,0,1,0,0,1,3,3,1.0,0,7,0
6123342,CLASS,2.272727272727273,88,1.1363636363636365,1,2,1,20,0,0,1,20,19,0.95,20,23,0
4838704,CLASS,0.0,26,0.0,0,0,0,2,0,0,0,6,6,1.0,1,5,0
5836057,CLASS,0.0,26,0.0,0,0,0,2,0,0,1,6,6,1.0,2,2,0
4936150,CLASS,0.0,84,0.0,5,0,0,10,2,0,2,21,14,0.3,10,12,0
7295107,CLASS,0.0,86,0.0,1,0,0,8,0,0,5,9,8,0.875,7,26,0
4533482,CLASS,0.0,33,0.0,2,0,0,3,0,0,3,5,3,0.3333333333333333,3,5,3
7655690,CLASS,0.0,48,0.0,0,0,0,2,0,0,0,5,5,1.0,1,34,0
7240692,CLASS,0.0,134,0.0,8,0,0,18,3,0,11,26,15,0.3888888888888889,11,19,1
6538820,CLASS,0.0,35,0.0,4,0,0,4,0,0,3,4,0,0.0,4,4,0
5718244,CLASS,0.0,36,0.0,0,0,0,1,0,0,3,5,5,1.0,1,12,0
7805103,CLASS,0.0,253,0.0,8,0,0,24,5,2,6,42,29,0.4583333333333333,22,79,0
4228466,CLASS,0.0,24,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,3,4,0
9524185,CLASS,0.0,181,0.0,2,0,0,9,0,0,0,29,27,0.7777777777777778,0,70,0
7115956,CLASS,0.0,48,0.0,3,0,0,4,0,0,2,7,4,0.25,1,10,0
4355601,CLASS,0.0,39,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,7,17,0
9116510,CLASS,0.0,17,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0
7630180,CLASS,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,1,0
5030132,CLASS,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,11,1
9309376,CLASS,0.5108556832694764,783,0.2554278416347382,1,4,2,86,0,0,4,179,178,0.9883720930232558,76,212,0
4034686,CLASS,0.9505703422053232,1052,0.19011406844106463,10,10,2,61,0,0,27,206,196,0.8360655737704918,23,715,1
3786480,CLASS,0.0,254,0.0,2,0,0,15,1,0,15,49,38,0.8,8,82,7
5339993,CLASS,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
7199388,CLASS,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0
8698235,CLASS,0.0,34,0.0,0,0,0,2,0,1,1,7,7,1.0,1,12,0
4933991,CLASS,0.0,18,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0
4534678,CLASS,0.0,50,0.0,0,0,0,3,0,0,6,4,4,1.0,1,25,0
7093849,CLASS,0.0,511,0.0,4,0,0,14,0,1,1,144,140,0.7142857142857143,13,62,0
4645770,CLASS,0.0,19,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,12,0
5141876,CLASS,0.0,275,0.0,6,0,0,14,0,0,11,58,52,0.5714285714285714,1,84,21
4031193,CLASS,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
4616465,CLASS,0.0,16,0.0,0,0,0,2,0,2,0,2,2,1.0,2,5,0
6647337,CLASS,0.0,17,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0
7564300,CLASS,0.0,27,0.0,0,0,0,2,1,0,1,4,3,0.5,1,9,0
4871882,CLASS,0.0,11,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
8829081,CLASS,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,6,0
5982219,CLASS,0.0,32,0.0,2,0,0,5,1,0,0,7,4,0.4,5,5,0
4042780,CLASS,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
8827191,CLASS,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0
9111878,CLASS,0.0,131,0.0,2,0,0,8,1,0,4,25,22,0.625,7,61,0
9313540,CLASS,0.0,32,0.0,0,0,0,4,0,0,0,6,6,1.0,4,7,0
7638207,CLASS,1.4423076923076923,208,0.0,0,3,0,11,0,2,4,47,47,1.0,7,120,0
9367707,CLASS,8.415841584158416,202,0.0,0,17,0,11,0,0,6,43,43,1.0,3,43,0
5222671,CLASS,0.0,47,0.0,2,0,0,6,0,1,2,8,6,0.6666666666666666,6,10,0
5257764,CLASS,0.0,31,0.0,0,0,0,9,0,0,1,9,9,1.0,0,9,0
5423795,CLASS,0.0,37,0.0,4,0,0,6,0,0,1,7,3,0.3333333333333333,6,7,0
6860284,CLASS,0.8064516129032258,124,0.0,1,1,0,12,0,0,0,28,27,0.9166666666666666,7,79,0
9251517,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
4214220,CLASS,0.0,348,0.0,0,0,0,1,0,1,1,34,34,1.0,1,194,0
4747524,CLASS,0.0,38,0.0,3,0,0,6,0,0,1,6,3,0.5,6,6,0
7501833,CLASS,0.0,22,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
9241387,CLASS,0.0,37,0.0,0,0,0,2,0,1,1,4,4,1.0,2,13,0
8433766,CLASS,0.0,72,0.0,7,0,0,14,7,0,7,14,0,0.0,14,14,0
8629693,CLASS,3.5714285714285716,56,0.0,3,2,0,6,0,0,1,11,8,0.5,1,14,0
7590824,CLASS,0.0,57,0.0,3,0,0,6,0,1,1,13,10,0.5,6,10,0
9474095,CLASS,0.0,66,0.0,0,0,0,4,0,0,0,19,19,1.0,3,45,0
4329605,CLASS,0.0,30,0.0,4,0,0,5,0,0,4,5,1,0.2,5,7,0
6850932,CLASS,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0
5161069,CLASS,0.0,138,0.0,1,0,0,9,1,1,12,21,19,0.7777777777777778,4,28,0
4951775,CLASS,0.0,39,0.0,0,0,0,6,0,1,0,6,6,1.0,6,11,0
8069899,CLASS,0.0,20,0.0,0,0,0,3,0,0,0,5,5,1.0,3,5,0
4322752,CLASS,0.0,79,0.0,1,0,0,8,1,0,0,21,19,0.75,8,8,0
4517572,CLASS,0.0,73,0.0,2,0,0,6,0,0,4,9,7,0.6666666666666666,6,26,0
6858059,CLASS,0.0,343,0.0,0,0,0,28,0,0,11,40,40,1.0,13,122,0
5657934,CLASS,0.0,29,0.0,1,0,0,4,0,0,0,4,3,0.75,2,4,0
7465368,CLASS,1.1904761904761905,84,1.1904761904761905,5,1,1,11,0,0,3,11,6,0.5454545454545454,4,38,0
5073287,CLASS,0.0,20,0.0,0,0,0,1,0,0,2,5,5,1.0,1,8,0
6322415,CLASS,0.0,34,0.0,4,0,0,6,0,0,3,6,2,0.3333333333333333,6,8,0
8387845,CLASS,0.0,37,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,3
7887244,CLASS,0.0,25,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,5,0
3946225,CLASS,0.0,18,0.0,0,0,0,2,0,2,0,3,3,1.0,2,3,2
4593407,CLASS,0.0,12,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0
5142688,CLASS,0.0,20,0.0,0,0,0,1,0,0,0,2,2,1.0,0,15,0
5190920,CLASS,0.0,84,0.0,0,0,0,6,0,1,2,18,18,1.0,2,17,0
4317110,CLASS,0.0,95,0.0,4,0,0,14,0,0,1,22,18,0.7142857142857143,14,22,0
5107511,CLASS,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0
4486097,CLASS,0.0,19,0.0,0,0,0,1,0,0,0,4,4,1.0,1,9,0
6363556,CLASS,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0
4172580,CLASS,0.0,15,0.0,0,0,0,2,0,1,0,2,2,1.0,2,33,0
3788627,CLASS,0.0,460,0.0,0,0,0,3,0,164,0,5,5,1.0,3,5,5
7125953,CLASS,0.0,79,0.0,1,0,0,10,0,0,3,14,13,0.9,10,26,0
7153322,CLASS,0.0,41,0.0,4,0,0,5,0,0,4,5,1,0.2,5,6,0
7959812,CLASS,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0
5072938,CLASS,0.0,14,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,1,3,0
7330361,CLASS,0.0,85,0.0,1,0,0,9,1,0,6,13,10,0.7777777777777778,8,23,0
7558669,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
4010920,CLASS,0.0,22,0.0,1,0,0,3,0,1,0,4,3,0.6666666666666666,3,3,0
6311026,CLASS,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192613,CLASS,0.0,79,0.0,4,0,0,11,0,0,3,13,9,0.6363636363636364,5,15,0
4491039,CLASS,0.0,66,0.0,2,0,0,3,0,0,0,14,12,0.3333333333333333,3,37,0
8620968,CLASS,0.0,186,0.0,3,0,0,21,0,0,1,39,36,0.8571428571428571,21,48,1
7196538,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,3,3,1.0,1,16,0
8968857,CLASS,0.0,56,0.0,0,0,0,2,0,0,0,9,9,1.0,2,22,0
6617747,CLASS,0.0,90,0.0,0,0,0,6,0,0,6,16,16,1.0,1,26,3
8539540,CLASS,0.0,47,0.0,0,0,0,1,0,0,1,10,10,1.0,1,27,0
4610445,CLASS,0.0,216,0.0,11,0,0,19,0,11,11,27,16,0.42105263157894735,19,31,11
9388648,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,0,12,0
4008191,CLASS,0.0,39,0.0,4,0,0,7,0,0,0,7,3,0.42857142857142855,7,11,0
8954112,CLASS,0.0,43,0.0,1,0,0,4,1,0,1,7,5,0.5,4,17,0
8435822,CLASS,0.0,65,0.0,0,0,0,3,0,0,0,12,12,1.0,3,45,0
9272148,CLASS,0.0,16,0.0,0,0,0,3,0,0,0,3,3,1.0,3,5,0
8600681,CLASS,0.0,118,0.0,8,0,0,14,0,0,13,14,6,0.42857142857142855,14,24,0
7538873,CLASS,0.0,28,0.0,6,0,0,6,0,0,0,6,0,0.0,2,6,0
5414612,CLASS,0.0,125,0.0,10,0,0,20,5,0,0,23,8,0.25,20,28,12
6860363,CLASS,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0
4517142,CLASS,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8649493,CLASS,0.0,16,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0
7186027,CLASS,0.0,100,0.0,0,0,0,17,0,0,2,17,17,1.0,14,53,0
5450516,CLASS,0.0,54,0.0,0,0,0,5,1,0,1,6,5,0.8,5,32,0
8753783,CLASS,0.0,39,0.0,0,0,0,2,0,0,0,7,7,1.0,2,13,0
4210395,CLASS,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5563186,CLASS,0.0,20,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,2,4,0
7260017,CLASS,0.0,67,0.0,0,0,0,13,0,0,5,13,13,1.0,13,22,0
5182772,CLASS,0.0,30,0.0,1,0,0,5,0,0,0,7,6,0.8,5,11,0
8629477,CLASS,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,1,2,0
9302532,CLASS,0.0,181,0.0,4,0,0,21,0,0,1,39,35,0.8095238095238095,19,52,0
7501330,CLASS,0.0,268,0.0,16,0,0,35,1,0,8,44,27,0.5142857142857142,35,54,2
7351843,CLASS,0.0,173,0.0,0,0,0,14,7,0,12,31,24,0.5,7,61,0
5862710,CLASS,0.0,22,0.0,1,0,0,2,0,0,2,4,3,0.5,2,7,0
8441008,CLASS,0.0,318,0.0,28,0,0,56,26,0,26,59,5,0.03571428571428571,56,61,29
7206504,CLASS,0.0,140,0.0,2,0,0,11,6,0,10,12,4,0.2727272727272727,11,29,14
4730489,CLASS,0.0,207,0.0,2,0,0,21,0,0,6,41,39,0.9047619047619048,20,67,0
8741587,CLASS,0.0,42,0.0,0,0,0,3,0,0,2,6,6,1.0,3,18,0
9096801,CLASS,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,1
5427627,CLASS,12.121212121212121,33,0.0,0,4,0,8,0,0,0,8,8,1.0,8,12,0
7394017,CLASS,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0
7039207,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0
5766093,CLASS,0.0,51,0.0,3,0,0,6,0,1,4,7,4,0.5,6,13,1
4525067,CLASS,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
9520350,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
9008405,CLASS,0.0,98,0.0,1,0,0,4,0,2,2,14,13,0.75,2,25,0
9176003,CLASS,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0
7235982,CLASS,0.0,49,0.0,7,0,0,7,0,0,1,7,0,0.0,7,14,1
9397250,CLASS,0.0,23,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,0,5,0
4493181,CLASS,0.0,54,0.0,0,0,0,1,0,0,1,10,10,1.0,1,30,0
7188781,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
5589935,CLASS,0.0,24,0.0,0,0,0,1,0,0,0,1,1,1.0,1,18,0
5954493,CLASS,0.0,47,0.0,0,0,0,2,0,0,0,12,12,1.0,0,17,0
6173419,CLASS,0.0,24,0.0,0,0,0,2,0,0,2,2,2,1.0,2,6,0
4714964,CLASS,0.0,82,0.0,0,0,0,5,1,0,3,14,13,0.8,4,26,0
8418051,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
4666174,CLASS,0.0,36,0.0,0,0,0,2,0,0,1,5,5,1.0,2,9,0
7387764,CLASS,0.0,45,0.0,0,0,0,4,0,0,1,10,10,1.0,4,14,0
8241207,CLASS,0.0,91,0.0,0,0,0,6,0,0,0,21,21,1.0,4,24,0
7792893,CLASS,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,0,4,0
8215542,CLASS,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0
5027180,CLASS,0.0,260,0.0,5,0,0,26,2,0,3,50,42,0.7307692307692307,23,87,0
7664957,CLASS,0.0,93,0.0,2,0,0,11,2,0,2,15,11,0.6363636363636364,5,33,0
6636428,CLASS,0.0,44,0.0,2,0,0,5,1,0,2,6,3,0.4,5,7,0
8018535,CLASS,0.0,339,0.0,1,0,0,83,0,13,1,83,82,0.9879518072289156,23,83,0
6229861,CLASS,0.0,142,0.0,3,0,0,18,1,1,5,38,33,0.7777777777777778,18,37,0
4373673,CLASS,0.0,145,0.0,8,0,0,17,0,0,7,30,22,0.5294117647058824,16,55,0
7254154,CLASS,0.0,45,0.0,0,0,0,3,0,0,5,6,6,1.0,0,17,0
7148928,CLASS,1.3937282229965158,287,0.0,2,4,0,14,0,0,27,43,41,0.8571428571428571,1,183,0
8460181,CLASS,5.617977528089888,89,4.49438202247191,1,5,4,14,1,0,5,22,20,0.8571428571428571,12,39,0
3978398,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,3,3,1.0,1,5,0
8279744,CLASS,0.0,51,0.0,4,0,0,7,0,0,4,8,4,0.42857142857142855,7,13,0
7463516,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
7437145,CLASS,16.666666666666668,12,0.0,0,2,0,3,0,0,0,3,3,1.0,0,7,0
7681058,CLASS,0.0,28,0.0,0,0,0,2,0,0,0,6,6,1.0,2,4,0
5183069,CLASS,0.0,84,0.0,1,0,0,3,0,0,2,19,18,0.6666666666666666,2,45,0
4800822,CLASS,1.075268817204301,93,1.075268817204301,0,1,1,6,0,0,7,16,16,1.0,0,37,1
7563057,CLASS,0.0,437,0.0,14,0,0,56,7,2,15,95,71,0.625,43,126,8
5822785,CLASS,0.0,109,0.0,5,0,0,6,0,0,5,18,13,0.16666666666666666,6,33,1
4669068,CLASS,0.0,16,0.0,0,0,0,2,0,0,1,2,2,1.0,2,7,0
3711605,CLASS,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0
7686662,CLASS,0.0,35,0.0,1,0,0,5,0,0,0,7,6,0.8,5,8,0
5925637,CLASS,0.0,361,0.0,2,0,0,27,0,0,12,69,67,0.9259259259259259,24,196,0
7446120,CLASS,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
7127663,CLASS,0.0,22,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0
4960684,CLASS,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0
8533230,CLASS,0.0,31,0.0,3,0,0,3,0,0,0,3,0,0.0,3,9,0
5171785,CLASS,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0
7658621,CLASS,0.0,26,0.0,0,0,0,12,0,0,0,12,12,1.0,0,12,0
7568688,CLASS,0.0,67,0.0,1,0,0,6,0,1,2,13,12,0.8333333333333334,3,14,1
7143647,CLASS,0.0,109,0.0,3,0,0,9,0,0,3,22,18,0.6666666666666666,8,52,0
4558704,CLASS,0.0,451,0.0,23,0,0,42,2,0,11,135,99,0.40476190476190477,36,317,0
9120944,CLASS,0.0,103,0.0,1,0,0,13,1,0,0,20,17,0.8461538461538461,11,26,0
4296219,CLASS,0.0,394,0.0,7,0,0,27,7,0,10,56,42,0.48148148148148145,1,130,0
9186714,CLASS,0.0,70,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0
9298816,CLASS,0.0,36,0.0,2,0,0,3,0,0,2,5,3,0.3333333333333333,2,4,0
6260668,CLASS,0.0,62,0.0,0,0,0,1,0,0,0,10,10,1.0,1,40,0
7895531,CLASS,0.0,384,0.0,9,0,0,36,1,2,8,78,66,0.7222222222222222,33,83,0
5281568,CLASS,0.0,90,0.0,5,0,0,13,5,0,7,13,3,0.23076923076923078,13,20,4
5605835,CLASS,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0
5220265,CLASS,0.0,126,0.0,1,0,0,17,0,0,1,17,16,0.9411764705882353,16,33,0
7751163,CLASS,0.0,170,0.0,5,0,0,20,1,0,7,34,26,0.7,13,67,0
6531904,CLASS,0.6912442396313364,434,0.4608294930875576,1,3,2,39,1,0,8,95,93,0.9487179487179487,8,154,0
9429785,CLASS,0.0,577,0.0,2,0,0,34,0,0,8,106,104,0.9411764705882353,31,299,0
9158392,CLASS,0.0,70,0.0,0,0,0,6,0,0,0,19,19,1.0,6,31,0
3936103,CLASS,0.0,12,0.0,1,0,0,1,0,0,1,2,0,0.0,1,1,0
4801607,CLASS,1.0101010101010102,99,1.0101010101010102,3,1,1,12,0,0,4,17,14,0.75,12,21,0
9540354,CLASS,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
5507211,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
4541684,CLASS,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
7330770,CLASS,0.0,85,0.0,5,0,0,11,5,0,0,15,4,0.09090909090909091,11,17,0
5088158,CLASS,0.0,76,0.0,4,0,0,11,0,0,2,13,9,0.6363636363636364,11,13,0
4747481,CLASS,0.0,35,0.0,1,0,0,5,0,0,1,6,5,0.8,4,6,0
4662037,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,4,4,1.0,1,3,0
4516760,CLASS,0.0,170,0.0,7,0,0,19,1,0,2,34,22,0.5789473684210527,18,24,0
9537065,CLASS,0.0,90,0.0,0,0,0,16,0,0,2,26,26,1.0,10,28,0
9322941,CLASS,0.0,435,0.0,1,0,0,36,0,0,8,100,99,0.9722222222222222,33,117,0
7594427,CLASS,0.0,90,0.0,0,0,0,7,0,1,2,20,20,1.0,2,46,1
7772686,CLASS,0.0,136,0.0,3,0,0,9,0,0,10,23,20,0.6666666666666666,8,51,0
4628752,CLASS,0.0,137,0.0,0,0,0,10,0,0,10,25,25,1.0,2,144,0
7529982,CLASS,0.0,16,0.0,0,0,0,2,0,0,0,3,3,1.0,2,6,0
4064087,CLASS,0.0,41,0.0,0,0,0,7,0,0,0,7,7,1.0,2,10,0
8645264,CLASS,0.0,37,0.0,2,0,0,6,1,0,3,6,3,0.5,6,9,0
8575939,CLASS,0.0,565,0.0,3,0,0,39,0,0,10,125,122,0.9230769230769231,5,346,0
8395860,CLASS,0.0,83,0.0,4,0,0,9,1,0,4,14,9,0.4444444444444444,8,21,4
4967183,CLASS,0.0,27,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
9125948,CLASS,0.0,70,0.0,1,0,0,12,1,0,1,16,14,0.8333333333333334,12,28,0
5111193,CLASS,0.0,40,0.0,0,0,0,2,0,0,0,6,6,1.0,2,5,0
5589404,CLASS,0.0,185,0.0,8,0,0,21,7,0,0,35,20,0.2857142857142857,20,60,0
4432196,CLASS,0.0,64,0.0,6,0,0,12,6,0,6,12,0,0.0,12,12,0
6637734,CLASS,0.0,234,0.0,0,0,0,17,0,0,12,45,45,1.0,12,85,0
7512464,CLASS,0.0,103,0.0,0,0,0,7,0,0,0,24,24,1.0,2,13,0
5712111,CLASS,0.0,62,0.0,3,0,0,6,0,0,3,9,6,0.5,6,15,0
5529562,CLASS,0.0,80,0.0,0,0,0,4,0,0,0,18,18,1.0,3,40,0
6535841,CLASS,0.0,62,0.0,2,0,0,7,1,0,6,8,5,0.5714285714285714,7,12,3
8968865,CLASS,0.0,35,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
6363175,CLASS,0.0,16,0.0,0,0,0,2,0,0,0,4,4,1.0,2,5,0
4271174,CLASS,0.0,50,0.0,1,0,0,5,0,0,1,6,5,0.8,5,7,0
7394379,CLASS,0.0,67,0.0,4,0,0,9,0,0,3,12,8,0.5555555555555556,9,14,0
6999436,CLASS,0.0,159,0.0,0,0,0,14,0,0,8,30,30,1.0,3,68,0
8286898,CLASS,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
4401103,CLASS,0.0,728,0.0,4,0,0,34,1,0,46,70,65,0.8529411764705882,25,454,0
4251331,CLASS,0.0,15,0.0,2,0,0,2,0,0,0,2,0,0.0,1,2,0
6066503,CLASS,6.557377049180328,61,3.278688524590164,0,4,2,5,0,0,2,9,9,1.0,1,42,0
4045091,CLASS,0.0,18,0.0,0,0,0,1,0,0,0,1,1,1.0,1,11,0
9355318,CLASS,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0
6088450,CLASS,0.0,22,0.0,0,0,0,1,0,0,0,1,1,1.0,1,32,0
4938858,CLASS,0.0,89,0.0,0,0,0,11,0,0,0,11,11,1.0,0,11,0
7758018,CLASS,0.0,65,0.0,0,0,0,5,0,0,4,13,13,1.0,2,12,0
8877416,CLASS,0.0,987,0.0,2,0,0,35,0,2,5,267,265,0.9428571428571428,15,469,0
4129438,CLASS,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055860,CLASS,0.0,40,0.0,0,0,0,3,0,4,0,5,5,1.0,3,8,1
5687952,CLASS,0.0,75,0.0,3,0,0,11,3,0,5,15,9,0.45454545454545453,11,18,0
6363367,CLASS,0.0,40,0.0,0,0,0,2,0,0,0,7,7,1.0,0,16,0
5983355,CLASS,0.0,61,0.0,0,0,0,6,0,0,3,10,10,1.0,3,15,0
7930012,CLASS,0.0,227,0.0,4,0,0,29,4,0,3,62,44,0.7241379310344828,23,68,0
9096815,CLASS,0.0,315,0.0,3,0,0,15,0,0,20,60,57,0.8,8,95,4
9342531,CLASS,0.0,48,0.0,0,0,0,6,0,0,3,9,9,1.0,5,8,0
3796929,CLASS,0.0,79,0.0,0,0,0,2,0,10,0,32,32,1.0,2,4,10
7492805,CLASS,0.0,55,0.0,0,0,0,1,0,0,2,14,14,1.0,1,25,0
8822271,CLASS,0.0,323,0.0,7,0,0,32,1,2,6,60,52,0.75,30,70,0
7828511,CLASS,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
8214224,CLASS,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,11,1
6011512,CLASS,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
5172876,CLASS,0.0,60,0.0,2,0,0,7,0,1,2,10,8,0.7142857142857143,7,12,0
4421462,CLASS,0.0,20,0.0,0,0,0,2,0,0,1,2,2,1.0,2,6,1
7172582,CLASS,0.0,12,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0
5991563,CLASS,1.2422360248447204,161,0.6211180124223602,14,2,1,25,0,0,9,29,15,0.44,22,65,3
8001101,CLASS,0.0,67,0.0,5,0,0,9,0,0,1,15,10,0.4444444444444444,7,24,0
5808750,CLASS,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0
8855150,CLASS,0.0,30,0.0,2,0,0,3,0,0,0,7,5,0.3333333333333333,2,4,0
9251392,CLASS,0.7070707070707071,990,0.0,15,7,0,78,2,4,35,183,166,0.782051282051282,56,397,0
5333655,CLASS,0.0,201,0.4975124378109453,2,0,1,9,0,0,18,30,28,0.7777777777777778,8,50,0
