id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,MeanAuthorCommits,Severity
1397,0.0,179,0.0,0,0,0,29,0,0,0,33,33,1.0,29,51,0,7.333333333333333,0
1398,0.9345794392523364,214,0.4672897196261682,3,2,1,13,0,0,24,30,27,0.7692307692307693,6,55,1,187.54545454545453,0
1399,0.0,26,0.0,0,0,0,6,0,0,0,6,6,1.0,6,17,0,80.0,0
1400,0.0,30,0.0,0,0,0,3,0,0,2,6,6,1.0,2,3,0,1640.0,0
1401,0.0,55,0.0,0,0,0,4,0,1,4,10,10,1.0,4,14,0,433.2,0
1402,0.0,234,0.0,6,0,0,15,1,0,22,32,22,0.5333333333333333,10,97,0,113.42857142857144,0
1403,0.0,140,0.0,1,0,0,9,0,0,16,20,19,0.8888888888888888,9,51,0,81.0,0
1404,0.0,35,0.0,4,0,0,5,0,0,0,5,1,0.2,3,6,0,15268.0,0
1405,0.0,503,0.0,0,0,0,40,0,0,20,96,96,1.0,18,218,3,1024.7142857142858,0
1406,0.0,25,0.0,1,0,0,2,0,0,3,3,2,0.5,0,4,0,18.0,0
1407,0.0,459,0.0,1,0,0,23,0,0,2,100,99,0.9565217391304348,2,175,0,121.0,0
1408,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,15.5,0
1409,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,121.0,0
1410,0.0,81,0.0,1,0,0,2,0,0,0,23,22,0.5,2,6,0,45.5,0
1411,0.0,33,0.0,0,0,0,4,0,0,0,11,11,1.0,3,28,0,138.0,0
1412,0.0,43,0.0,3,0,0,3,0,3,4,3,0,0.0,3,4,0,3067.0,0
1413,0.0,294,0.0,22,0,0,48,24,0,24,54,8,0.0416666666666666,48,60,0,256.3333333333333,3
1414,0.0,11,0.0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,822.0,0
1415,0.0,69,0.0,0,0,0,5,0,0,7,7,7,1.0,4,34,1,136.0,0
1416,0.0,62,0.0,6,0,0,8,0,0,2,11,5,0.25,8,11,0,426.8,0
1417,0.0,103,0.0,2,0,0,8,0,0,2,21,19,0.75,7,67,0,895.4615384615385,0
1418,0.0,80,0.0,1,0,0,7,0,0,0,14,13,0.8571428571428571,4,43,0,106.5,0
1419,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,340.6,0
1420,0.0,31,0.0,1,0,0,2,1,0,1,2,0,0.0,2,8,0,1597.0,0
1421,0.0,48,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,4,20,0,425.0,0
1422,0.0,56,0.0,1,0,0,7,0,0,0,11,10,0.8571428571428571,7,9,0,25.5,0
1423,0.0,14,0.0,0,0,0,2,0,1,0,2,2,1.0,2,4,0,796.875,0
1424,0.0,258,0.0,14,0,0,32,4,1,7,44,26,0.4375,32,60,0,1133.25,1
1425,0.0,20,0.0,0,0,0,9,0,0,0,9,9,1.0,0,9,0,167.5,0
1426,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,0,7,0,152.35714285714286,0
1427,0.0,110,0.0,2,0,0,8,0,0,4,18,16,0.75,4,53,0,97.66666666666669,0
1428,0.0,14,0.0,0,0,0,1,0,0,1,2,2,1.0,1,11,0,630.5,0
1429,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,1546.0,0
1430,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,2045.0,0
1431,0.0,9,0.0,0,0,0,1,0,0,0,3,3,1.0,1,15,0,275.625,0
1432,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,153.66666666666666,1
1433,0.0,68,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,0,10,0,358.0,0
1434,0.0,69,0.0,5,0,0,9,1,0,3,10,4,0.3333333333333333,9,30,0,1101.142857142857,0
1435,0.0,46,0.0,1,0,0,7,1,1,0,9,7,0.7142857142857143,7,9,1,342.5,1
1436,0.0,108,0.0,4,0,0,14,0,0,2,15,11,0.7142857142857143,4,33,0,298.4,0
1437,0.0,20,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0,3821.0,0
1438,7.142857142857143,14,0.0,0,1,0,1,0,0,0,2,2,1.0,0,4,0,15268.0,0
1439,0.0,34,0.0,0,0,0,2,0,0,4,4,4,1.0,1,18,0,1322.0,0
1440,0.0,62,0.0,1,0,0,2,0,0,0,15,14,0.5,2,43,0,107.0,0
1441,0.0,19,0.0,0,0,0,1,0,0,1,3,3,1.0,0,7,0,141.5,0
1442,2.272727272727273,88,1.1363636363636365,1,2,1,20,0,0,1,20,19,0.95,20,23,0,60.4,0
1443,0.0,26,0.0,0,0,0,2,0,0,0,6,6,1.0,1,5,0,4094.0,0
1444,0.0,26,0.0,0,0,0,2,0,0,1,6,6,1.0,2,2,0,6252.6,0
1445,0.0,84,0.0,5,0,0,10,2,0,2,21,14,0.3,10,12,0,1086.5,0
1446,0.0,86,0.0,1,0,0,8,0,0,5,9,8,0.875,7,26,0,71.0,0
1447,0.0,33,0.0,2,0,0,3,0,0,3,5,3,0.3333333333333333,3,5,3,351.57142857142856,0
1448,0.0,48,0.0,0,0,0,2,0,0,0,5,5,1.0,1,34,0,85.66666666666667,0
1449,0.0,134,0.0,8,0,0,18,3,0,11,26,15,0.3888888888888889,11,19,1,331.53846153846155,2
1450,0.0,35,0.0,4,0,0,4,0,0,3,4,0,0.0,4,4,0,382.57142857142856,1
1451,0.0,36,0.0,0,0,0,1,0,0,3,5,5,1.0,1,12,0,569.8571428571429,0
1452,0.0,253,0.0,8,0,0,24,5,2,6,42,29,0.4583333333333333,22,79,0,223.1764705882353,0
1453,0.0,24,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,3,4,0,497.0,0
1454,0.0,181,0.0,2,0,0,9,0,0,0,29,27,0.7777777777777778,0,70,0,995.0,0
1455,0.0,48,0.0,3,0,0,4,0,0,2,7,4,0.25,1,10,0,388.0,0
1456,0.0,39,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,7,17,0,504.7142857142857,0
1457,0.0,17,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,1285.25,0
1458,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,1,0,1617.5,0
1459,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,11,1,37.0,0
1460,0.5108556832694764,783,0.2554278416347382,1,4,2,86,0,0,4,179,178,0.9883720930232558,76,212,0,3829.0,0
1461,0.9505703422053232,1052,0.1901140684410646,10,10,2,61,0,0,27,206,196,0.8360655737704918,23,715,1,320.25925925925924,0
1462,0.0,254,0.0,2,0,0,15,1,0,15,49,38,0.8,8,82,7,510.84615384615387,0
1463,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,884.0,1
1464,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0,15.0,0
1465,0.0,34,0.0,0,0,0,2,0,1,1,7,7,1.0,1,12,0,1712.0,0
1466,0.0,18,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,1381.0,0
1467,0.0,50,0.0,0,0,0,3,0,0,6,4,4,1.0,1,25,0,8.0,0
1468,0.0,511,0.0,4,0,0,14,0,1,1,144,140,0.7142857142857143,13,62,0,388.0,0
1469,0.0,19,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,12,0,268.0,0
1470,0.0,275,0.0,6,0,0,14,0,0,11,58,52,0.5714285714285714,1,84,21,1856.058823529412,1
1471,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,466.75,0
1472,0.0,16,0.0,0,0,0,2,0,2,0,2,2,1.0,2,5,0,832.6666666666666,0
1473,0.0,17,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,252.4,0
1474,0.0,27,0.0,0,0,0,2,1,0,1,4,3,0.5,1,9,0,2155.5714285714284,0
1475,0.0,11,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,965.3333333333334,0
1476,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,6,0,356.07142857142856,0
1477,0.0,32,0.0,2,0,0,5,1,0,0,7,4,0.4,5,5,0,9.333333333333334,0
1478,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,620.3333333333334,0
1479,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,231.0,0
1480,0.0,131,0.0,2,0,0,8,1,0,4,25,22,0.625,7,61,0,1036.5,1
1481,0.0,32,0.0,0,0,0,4,0,0,0,6,6,1.0,4,7,0,3829.0,0
1482,1.4423076923076923,208,0.0,0,3,0,11,0,2,4,47,47,1.0,7,120,0,1551.5,0
1483,8.415841584158416,202,0.0,0,17,0,11,0,0,6,43,43,1.0,3,43,0,3829.0,0
1484,0.0,47,0.0,2,0,0,6,0,1,2,8,6,0.6666666666666666,6,10,0,46.0,0
1485,0.0,31,0.0,0,0,0,9,0,0,1,9,9,1.0,0,9,0,154.4,0
1486,0.0,37,0.0,4,0,0,6,0,0,1,7,3,0.3333333333333333,6,7,0,933.6,0
1487,0.8064516129032258,124,0.0,1,1,0,12,0,0,0,28,27,0.9166666666666666,7,79,0,441.6666666666667,0
1488,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,3829.0,0
1489,0.0,348,0.0,0,0,0,1,0,1,1,34,34,1.0,1,194,0,89.33333333333333,0
1490,0.0,38,0.0,3,0,0,6,0,0,1,6,3,0.5,6,6,0,220.33333333333331,0
1491,0.0,22,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,2100.333333333333,0
1492,0.0,37,0.0,0,0,0,2,0,1,1,4,4,1.0,2,13,0,3829.0,0
1493,0.0,72,0.0,7,0,0,14,7,0,7,14,0,0.0,14,14,0,275.3333333333333,3
1494,3.571428571428572,56,0.0,3,2,0,6,0,0,1,11,8,0.5,1,14,0,26.5,0
1495,0.0,57,0.0,3,0,0,6,0,1,1,13,10,0.5,6,10,0,655.1666666666666,0
1496,0.0,66,0.0,0,0,0,4,0,0,0,19,19,1.0,3,45,0,961.25,0
1497,0.0,30,0.0,4,0,0,5,0,0,4,5,1,0.2,5,7,0,2909.5,0
1498,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,33.0,0
1499,0.0,138,0.0,1,0,0,9,1,1,12,21,19,0.7777777777777778,4,28,0,485.75,0
1500,0.0,39,0.0,0,0,0,6,0,1,0,6,6,1.0,6,11,0,1771.0,0
1501,0.0,20,0.0,0,0,0,3,0,0,0,5,5,1.0,3,5,0,990.5,0
1502,0.0,79,0.0,1,0,0,8,1,0,0,21,19,0.75,8,8,0,688.1428571428571,0
1503,0.0,73,0.0,2,0,0,6,0,0,4,9,7,0.6666666666666666,6,26,0,524.6666666666666,0
1504,0.0,343,0.0,0,0,0,28,0,0,11,40,40,1.0,13,122,0,87.0,0
1505,0.0,29,0.0,1,0,0,4,0,0,0,4,3,0.75,2,4,0,5146.0,0
1506,1.1904761904761905,84,1.1904761904761905,5,1,1,11,0,0,3,11,6,0.5454545454545454,4,38,0,158.66666666666666,0
1507,0.0,20,0.0,0,0,0,1,0,0,2,5,5,1.0,1,8,0,15268.0,0
1508,0.0,34,0.0,4,0,0,6,0,0,3,6,2,0.3333333333333333,6,8,0,368.0,0
1509,0.0,37,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,3,6395.6,2
1510,0.0,25,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,5,0,334.5,0
1511,0.0,18,0.0,0,0,0,2,0,2,0,3,3,1.0,2,3,2,322.42857142857144,0
1512,0.0,12,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,19.0,0
1513,0.0,20,0.0,0,0,0,1,0,0,0,2,2,1.0,0,15,0,248.5,0
1514,0.0,84,0.0,0,0,0,6,0,1,2,18,18,1.0,2,17,0,485.25,0
1515,0.0,95,0.0,4,0,0,14,0,0,1,22,18,0.7142857142857143,14,22,0,972.5,0
1516,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,679.5,0
1517,0.0,19,0.0,0,0,0,1,0,0,0,4,4,1.0,1,9,0,112.0,0
1518,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0,289.0,0
1519,0.0,15,0.0,0,0,0,2,0,1,0,2,2,1.0,2,33,0,666.3333333333334,0
1520,0.0,460,0.0,0,0,0,3,0,164,0,5,5,1.0,3,5,5,551.25,0
1521,0.0,79,0.0,1,0,0,10,0,0,3,14,13,0.9,10,26,0,70.0,0
1522,0.0,41,0.0,4,0,0,5,0,0,4,5,1,0.2,5,6,0,134.0,0
1523,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,990.5,0
1524,0.0,14,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,1,3,0,864.5555555555555,0
1525,0.0,85,0.0,1,0,0,9,1,0,6,13,10,0.7777777777777778,8,23,0,388.75,0
1526,0.0,15,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,45.0,0
1527,0.0,22,0.0,1,0,0,3,0,1,0,4,3,0.6666666666666666,3,3,0,353.3333333333333,0
1528,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,640.25,0
1529,0.0,79,0.0,4,0,0,11,0,0,3,13,9,0.6363636363636364,5,15,0,897.5555555555555,0
1530,0.0,66,0.0,2,0,0,3,0,0,0,14,12,0.3333333333333333,3,37,0,253.57142857142856,0
1531,0.0,186,0.0,3,0,0,21,0,0,1,39,36,0.8571428571428571,21,48,1,1196.6,0
1532,0.0,17,0.0,0,0,0,1,0,0,0,3,3,1.0,1,16,0,22.0,0
1533,0.0,56,0.0,0,0,0,2,0,0,0,9,9,1.0,2,22,0,326.12,0
1534,0.0,90,0.0,0,0,0,6,0,0,6,16,16,1.0,1,26,3,125.0,0
1535,0.0,47,0.0,0,0,0,1,0,0,1,10,10,1.0,1,27,0,155.0,0
1536,0.0,216,0.0,11,0,0,19,0,11,11,27,16,0.4210526315789473,19,31,11,1962.5,0
1537,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,0,12,0,3829.0,0
1538,0.0,39,0.0,4,0,0,7,0,0,0,7,3,0.4285714285714285,7,11,0,415.0,0
1539,0.0,43,0.0,1,0,0,4,1,0,1,7,5,0.5,4,17,0,420.3333333333333,0
1540,0.0,65,0.0,0,0,0,3,0,0,0,12,12,1.0,3,45,0,2816.0,0
1541,0.0,16,0.0,0,0,0,3,0,0,0,3,3,1.0,3,5,0,3829.0,0
1542,0.0,118,0.0,8,0,0,14,0,0,13,14,6,0.4285714285714285,14,24,0,1403.5454545454545,1
1543,0.0,28,0.0,6,0,0,6,0,0,0,6,0,0.0,2,6,0,57.0,0
1544,0.0,125,0.0,10,0,0,20,5,0,0,23,8,0.25,20,28,12,3361.333333333333,2
1545,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,33.0,0
1546,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1032.4,0
1547,0.0,16,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,1021.8333333333334,0
1548,0.0,100,0.0,0,0,0,17,0,0,2,17,17,1.0,14,53,0,1.0,0
1549,0.0,54,0.0,0,0,0,5,1,0,1,6,5,0.8,5,32,0,324.0,0
1550,0.0,39,0.0,0,0,0,2,0,0,0,7,7,1.0,2,13,0,433.125,0
1551,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,373.1666666666667,0
1552,0.0,20,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,2,4,0,88.54545454545455,0
1553,0.0,67,0.0,0,0,0,13,0,0,5,13,13,1.0,13,22,0,106.5,0
1554,0.0,30,0.0,1,0,0,5,0,0,0,7,6,0.8,5,11,0,77.83333333333333,0
1555,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,1,2,0,1282.142857142857,0
1556,0.0,181,0.0,4,0,0,21,0,0,1,39,35,0.8095238095238095,19,52,0,3829.0,0
1557,0.0,268,0.0,16,0,0,35,1,0,8,44,27,0.5142857142857142,35,54,2,579.6666666666666,0
1558,0.0,173,0.0,0,0,0,14,7,0,12,31,24,0.5,7,61,0,85.0,0
1559,0.0,22,0.0,1,0,0,2,0,0,2,4,3,0.5,2,7,0,1254.6666666666667,0
1560,0.0,318,0.0,28,0,0,56,26,0,26,59,5,0.0357142857142857,56,61,29,2426.7,2
1561,0.0,140,0.0,2,0,0,11,6,0,10,12,4,0.2727272727272727,11,29,14,11.333333333333334,0
1562,0.0,207,0.0,2,0,0,21,0,0,6,41,39,0.9047619047619048,20,67,0,12.0,0
1563,0.0,42,0.0,0,0,0,3,0,0,2,6,6,1.0,3,18,0,964.4,0
1564,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,1,1221.7777777777778,0
1565,12.12121212121212,33,0.0,0,4,0,8,0,0,0,8,8,1.0,8,12,0,933.6,0
1566,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,1497.6,0
1567,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0,23.5,0
1568,0.0,51,0.0,3,0,0,6,0,1,4,7,4,0.5,6,13,1,7246.0,0
1569,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,2860.0,0
1570,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,749.0,0
1571,0.0,98,0.0,1,0,0,4,0,2,2,14,13,0.75,2,25,0,2274.1428571428573,0
1572,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,303.0,0
1573,0.0,49,0.0,7,0,0,7,0,0,1,7,0,0.0,7,14,1,905.5,0
1574,0.0,23,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,0,5,0,3829.0,0
1575,0.0,54,0.0,0,0,0,1,0,0,1,10,10,1.0,1,30,0,201.0,0
1576,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,10.8,0
1577,0.0,24,0.0,0,0,0,1,0,0,0,1,1,1.0,1,18,0,969.25,0
1578,0.0,47,0.0,0,0,0,2,0,0,0,12,12,1.0,0,17,0,1517.1666666666667,0
1579,0.0,24,0.0,0,0,0,2,0,0,2,2,2,1.0,2,6,0,126.8,0
1580,0.0,82,0.0,0,0,0,5,1,0,3,14,13,0.8,4,26,0,124.5,0
1581,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,5220.75,0
1582,0.0,36,0.0,0,0,0,2,0,0,1,5,5,1.0,2,9,0,1343.0,0
1583,0.0,45,0.0,0,0,0,4,0,0,1,10,10,1.0,4,14,0,2946.0,0
1584,0.0,91,0.0,0,0,0,6,0,0,0,21,21,1.0,4,24,0,1206.6666666666667,0
1585,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,0,4,0,3426.5,0
1586,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0,80.0,0
1587,0.0,260,0.0,5,0,0,26,2,0,3,50,42,0.7307692307692307,23,87,0,312.25,0
1588,0.0,93,0.0,2,0,0,11,2,0,2,15,11,0.6363636363636364,5,33,0,1342.0,0
1589,0.0,44,0.0,2,0,0,5,1,0,2,6,3,0.4,5,7,0,22.33333333333333,0
1590,0.0,339,0.0,1,0,0,83,0,13,1,83,82,0.9879518072289156,23,83,0,829.8,0
1591,0.0,142,0.0,3,0,0,18,1,1,5,38,33,0.7777777777777778,18,37,0,1325.5,0
1592,0.0,145,0.0,8,0,0,17,0,0,7,30,22,0.5294117647058824,16,55,0,3696.75,0
1593,0.0,45,0.0,0,0,0,3,0,0,5,6,6,1.0,0,17,0,881.6,0
1594,1.3937282229965158,287,0.0,2,4,0,14,0,0,27,43,41,0.8571428571428571,1,183,0,72.66666666666667,0
1595,5.617977528089888,89,4.49438202247191,1,5,4,14,1,0,5,22,20,0.8571428571428571,12,39,0,711.3333333333334,1
1596,0.0,15,0.0,0,0,0,1,0,0,1,3,3,1.0,1,5,0,4.5,0
1597,0.0,51,0.0,4,0,0,7,0,0,4,8,4,0.4285714285714285,7,13,0,1442.25,2
1598,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,2
1599,16.666666666666668,12,0.0,0,2,0,3,0,0,0,3,3,1.0,0,7,0,559.1818181818181,0
1600,0.0,28,0.0,0,0,0,2,0,0,0,6,6,1.0,2,4,0,13.0,0
1601,0.0,84,0.0,1,0,0,3,0,0,2,19,18,0.6666666666666666,2,45,0,309.6666666666667,0
1602,1.075268817204301,93,1.075268817204301,0,1,1,6,0,0,7,16,16,1.0,0,37,1,406.0,0
1603,0.0,437,0.0,14,0,0,56,7,2,15,95,71,0.625,43,126,8,1078.7142857142858,1
1604,0.0,109,0.0,5,0,0,6,0,0,5,18,13,0.1666666666666666,6,33,1,890.0,0
1605,0.0,16,0.0,0,0,0,2,0,0,1,2,2,1.0,2,7,0,4.0,0
1606,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0,146.0,0
1607,0.0,35,0.0,1,0,0,5,0,0,0,7,6,0.8,5,8,0,4.0,1
1608,0.0,361,0.0,2,0,0,27,0,0,12,69,67,0.925925925925926,24,196,0,422.0,0
1609,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,397.25,0
1610,0.0,22,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,64.5,0
1611,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,932.0,0
1612,0.0,31,0.0,3,0,0,3,0,0,0,3,0,0.0,3,9,0,485.0,0
1613,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,918.2,0
1614,0.0,26,0.0,0,0,0,12,0,0,0,12,12,1.0,0,12,0,939.0,0
1615,0.0,67,0.0,1,0,0,6,0,1,2,13,12,0.8333333333333334,3,14,1,1363.6666666666667,0
1616,0.0,109,0.0,3,0,0,9,0,0,3,22,18,0.6666666666666666,8,52,0,388.5,0
1617,0.0,451,0.0,23,0,0,42,2,0,11,135,99,0.4047619047619047,36,317,0,1489.5,2
1618,0.0,103,0.0,1,0,0,13,1,0,0,20,17,0.8461538461538461,11,26,0,1076.6666666666667,0
1619,0.0,394,0.0,7,0,0,27,7,0,10,56,42,0.4814814814814814,1,130,0,115.0,1
1620,0.0,70,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,1029.0,0
1621,0.0,36,0.0,2,0,0,3,0,0,2,5,3,0.3333333333333333,2,4,0,3829.0,1
1622,0.0,62,0.0,0,0,0,1,0,0,0,10,10,1.0,1,40,0,477.0,0
1623,0.0,384,0.0,9,0,0,36,1,2,8,78,66,0.7222222222222222,33,83,0,448.0,0
1624,0.0,90,0.0,5,0,0,13,5,0,7,13,3,0.2307692307692307,13,20,4,1528.5,2
1625,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,822.0,3
1626,0.0,126,0.0,1,0,0,17,0,0,1,17,16,0.9411764705882352,16,33,0,760.75,0
1627,0.0,170,0.0,5,0,0,20,1,0,7,34,26,0.7,13,67,0,823.6,0
1628,0.6912442396313364,434,0.4608294930875576,1,3,2,39,1,0,8,95,93,0.9487179487179488,8,154,0,193.6875,0
1629,0.0,577,0.0,2,0,0,34,0,0,8,106,104,0.9411764705882352,31,299,0,3829.0,0
1630,0.0,70,0.0,0,0,0,6,0,0,0,19,19,1.0,6,31,0,1819.0,0
1631,0.0,12,0.0,1,0,0,1,0,0,1,2,0,0.0,1,1,0,743.6666666666666,0
1632,1.0101010101010102,99,1.0101010101010102,3,1,1,12,0,0,4,17,14,0.75,12,21,0,1343.0,1
1633,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,1697.0,0
1634,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,153.8,0
1635,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,297.25,0
1636,0.0,85,0.0,5,0,0,11,5,0,0,15,4,0.0909090909090909,11,17,0,121.0,2
1637,0.0,76,0.0,4,0,0,11,0,0,2,13,9,0.6363636363636364,11,13,0,249.8571428571429,0
1638,0.0,35,0.0,1,0,0,5,0,0,1,6,5,0.8,4,6,0,253.5,0
1639,0.0,11,0.0,0,0,0,1,0,0,0,4,4,1.0,1,3,0,1435.5,0
1640,0.0,170,0.0,7,0,0,19,1,0,2,34,22,0.5789473684210527,18,24,0,1403.0,0
1641,0.0,90,0.0,0,0,0,16,0,0,2,26,26,1.0,10,28,0,845.4166666666666,0
1642,0.0,435,0.0,1,0,0,36,0,0,8,100,99,0.9722222222222222,33,117,0,3829.0,0
1643,0.0,90,0.0,0,0,0,7,0,1,2,20,20,1.0,2,46,1,679.4285714285714,0
1644,0.0,136,0.0,3,0,0,9,0,0,10,23,20,0.6666666666666666,8,51,0,237.07407407407408,0
1645,0.0,137,0.0,0,0,0,10,0,0,10,25,25,1.0,2,144,0,1232.4,0
1646,0.0,16,0.0,0,0,0,2,0,0,0,3,3,1.0,2,6,0,39.5,0
1647,0.0,41,0.0,0,0,0,7,0,0,0,7,7,1.0,2,10,0,207.2,0
1648,0.0,37,0.0,2,0,0,6,1,0,3,6,3,0.5,6,9,0,413.1636363636364,1
1649,0.0,565,0.0,3,0,0,39,0,0,10,125,122,0.9230769230769232,5,346,0,790.3181818181819,0
1650,0.0,83,0.0,4,0,0,9,1,0,4,14,9,0.4444444444444444,8,21,4,4213.555555555556,0
1651,0.0,27,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,510.4,0
1652,0.0,70,0.0,1,0,0,12,1,0,1,16,14,0.8333333333333334,12,28,0,732.0,0
1653,0.0,40,0.0,0,0,0,2,0,0,0,6,6,1.0,2,5,0,1053.0,0
1654,0.0,185,0.0,8,0,0,21,7,0,0,35,20,0.2857142857142857,20,60,0,708.5,2
1655,0.0,64,0.0,6,0,0,12,6,0,6,12,0,0.0,12,12,0,85.75,2
1656,0.0,234,0.0,0,0,0,17,0,0,12,45,45,1.0,12,85,0,51.11111111111112,0
1657,0.0,103,0.0,0,0,0,7,0,0,0,24,24,1.0,2,13,0,1275.0,0
1658,0.0,62,0.0,3,0,0,6,0,0,3,9,6,0.5,6,15,0,1291.6666666666667,0
1659,0.0,80,0.0,0,0,0,4,0,0,0,18,18,1.0,3,40,0,309.3333333333333,0
1660,0.0,62,0.0,2,0,0,7,1,0,6,8,5,0.5714285714285714,7,12,3,319.0,0
1661,0.0,35,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,628.5714285714286,2
1662,0.0,16,0.0,0,0,0,2,0,0,0,4,4,1.0,2,5,0,335.0,0
1663,0.0,50,0.0,1,0,0,5,0,0,1,6,5,0.8,5,7,0,426.3333333333333,0
1664,0.0,67,0.0,4,0,0,9,0,0,3,12,8,0.5555555555555556,9,14,0,518.8888888888889,0
1665,0.0,159,0.0,0,0,0,14,0,0,8,30,30,1.0,3,68,0,98.14285714285714,0
1666,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,1658.6666666666667,0
1667,0.0,728,0.0,4,0,0,34,1,0,46,70,65,0.8529411764705882,25,454,0,1111.8,0
1668,0.0,15,0.0,2,0,0,2,0,0,0,2,0,0.0,1,2,0,562.6666666666666,0
